  8926  2.730000E-003  2.730000E-003  2.730000E-003
     1 1.365000E-004 2.684500E-003 1.628900E-003   1	 7954	    0	    0	  592
     2 1.446900E-003 9.100000E-006 1.110200E-003   1	 6699	    0	    0	  596
     3 5.187000E-004 1.619800E-003 2.730000E-005   1	 5572	    0	    0	  603
     4 2.047500E-003 1.820000E-005 1.128400E-003   1	 2991	    0	    0	  646
     5 2.083900E-003 2.511600E-003 1.028300E-003   1	  864	    0	    0	  669
     6 1.610700E-003 1.774500E-003 1.820000E-005   1	   78	    0	    0	  679
     7 2.629900E-003 1.301300E-003 1.392300E-003   1	   71	    0	    0	  687
     8 2.093000E-003 2.402400E-003 1.183000E-004   1	  187	    0	    0	  693
     9 2.156700E-003 9.100000E-006 1.183000E-004   1	 6965	    0	    0	  714
    10 2.575300E-003 1.528800E-003 2.702700E-003   1	 3031	    0	    0	  715
    11 1.128400E-003 7.917000E-004 8.008000E-004   1	 8187	    0	    0	  716
    12 4.277000E-004 2.174900E-003 1.747200E-003   1	 2014	    0	    0	  745
    13 2.056600E-003 1.092000E-004 3.913000E-004   1	 3666	    0	    0	  763
    14 1.820000E-003 2.493400E-003 2.302300E-003   1	 1644	    0	    0	  768
    15 1.692600E-003 1.410500E-003 1.119300E-003   1	 7028	    0	    0	  798
    16 2.457000E-003 2.466100E-003 1.911000E-003   1	 5384	    0	    0	  807
    17 7.826000E-004 1.310400E-003 6.461000E-004   1	 7564	    0	    0	  818
    18 1.101100E-003 2.693600E-003 2.047500E-003   2	 6849	 8106	    0	    0	  824	  767
    19 2.265900E-003 2.675400E-003 1.610700E-003   1	 1674	    0	    0	  857
    20 2.730000E-004 2.821000E-004 2.156700E-003   1	 5496	    0	    0	  909
    21 1.710800E-003 1.246700E-003 1.628900E-003   2	 6460	   69	    0	    0	  922	  796
    22 2.174900E-003 9.464000E-004 1.082900E-003   1	 1990	    0	    0	  943
    23 1.164800E-003 3.367000E-004 2.657200E-003   1	 6123	    0	    0	  945
    24 2.438800E-003 3.458000E-004 2.684500E-003   1	 5681	    0	    0	  946
    25 2.566200E-003 9.464000E-004 7.917000E-004   1	   26	    0	    0	  987
