     1 1.008927E-014 3.423647E-006 3.421059E-002 0.000000E+000
     2 1.111096E-014 6.443921E-006 4.236530E-002 0.000000E+000
     3 3.384374E-015 9.983014E-007 3.021499E-002 0.000000E+000
     4 6.832604E-015 2.696005E-006 3.048835E-002 0.000000E+000
     5 2.598944E-014 9.532470E-006 2.773230E-002 0.000000E+000
     6 2.234964E-015 2.323593E-006 4.881408E-002 0.000000E+000
     7 3.831366E-015 3.444298E-006 4.746636E-002 0.000000E+000
     8 1.602788E-014 6.183456E-006 3.211710E-002 0.000000E+000
     9 3.959079E-015 2.596499E-006 3.468258E-002 0.000000E+000
    10 3.128949E-015 5.939970E-007 3.436188E-002 0.000000E+000
    11 3.575942E-015 2.190535E-006 3.087642E-002 0.000000E+000
    12 1.851827E-014 5.261430E-006 2.087538E-002 0.000000E+000
    13 6.066330E-015 4.956638E-006 3.744865E-002 0.000000E+000
    14 3.767510E-015 4.482822E-006 3.011494E-002 0.000000E+000
    15 4.214503E-015 1.122863E-006 3.072820E-002 0.000000E+000
    16 4.853064E-015 7.559111E-007 3.986366E-002 0.000000E+000
    17 3.065093E-015 3.905511E-006 4.191754E-002 0.000000E+000
    18 1.085554E-015 5.513462E-006 2.811624E-002 0.000000E+000
    19 2.745813E-015 5.319646E-006 3.258886E-002 0.000000E+000
    20 7.701047E-014 1.291003E-005 2.515251E-002 0.000000E+000
    21 3.575942E-015 4.818193E-006 2.479678E-002 0.000000E+000
    22 3.128949E-015 1.932113E-006 3.086420E-002 0.000000E+000
    23 1.149410E-015 1.415110E-006 3.024061E-002 0.000000E+000
    24 2.043395E-015 3.761743E-006 3.182344E-002 0.000000E+000
    25 6.513323E-015 5.599869E-006 3.317343E-002 0.000000E+000
    26 2.043395E-015 3.966620E-006 2.829231E-002 0.000000E+000
    27 3.703654E-015 3.907119E-006 3.306546E-002 0.000000E+000
    28 3.384374E-015 8.779078E-007 3.377288E-002 0.000000E+000
    29 3.512086E-015 2.633634E-006 2.939597E-002 0.000000E+000
    30 5.300057E-015 3.805668E-006 3.029421E-002 0.000000E+000
    31 2.234964E-015 1.812040E-006 3.115909E-002 0.000000E+000
    32 2.745813E-015 9.013132E-007 3.149351E-002 0.000000E+000
    33 2.554244E-015 4.228408E-006 2.935639E-002 0.000000E+000
    34 2.362676E-015 2.652711E-006 3.553140E-002 0.000000E+000
    35 1.851827E-015 3.971109E-006 4.746782E-002 0.000000E+000
    36 1.340978E-015 2.195344E-006 3.745035E-002 0.000000E+000
    37 1.915683E-015 1.690845E-006 3.287071E-002 0.000000E+000
    38 1.787971E-015 4.239951E-006 3.273950E-002 0.000000E+000
    39 2.234964E-015 2.580090E-006 3.542887E-002 0.000000E+000
    40 3.320518E-015 2.857108E-006 3.403879E-002 0.000000E+000
    41 1.468690E-015 1.738457E-006 3.724725E-002 0.000000E+000
    42 2.171108E-015 5.517950E-006 4.144310E-002 0.000000E+000
    43 1.596403E-015 3.709642E-006 3.966911E-002 0.000000E+000
    44 2.937381E-015 2.742806E-006 3.120655E-002 0.000000E+000
    45 7.662733E-016 5.322692E-006 3.036558E-002 0.000000E+000
    46 1.660259E-015 4.488433E-006 3.109704E-002 0.000000E+000
    47 1.149410E-015 3.831478E-006 2.566915E-002 0.000000E+000
    48 4.022935E-015 2.670185E-006 3.499033E-002 0.000000E+000
    49 1.404834E-015 2.361105E-006 3.030303E-002 0.000000E+000
    50 3.575942E-015 1.883539E-006 4.154001E-002 0.000000E+000
    51 1.660259E-015 3.275199E-006 2.372970E-002 0.000000E+000
    52 2.043395E-015 4.172780E-006 2.620543E-002 0.000000E+000
    53 2.681957E-015 5.228910E-006 3.539815E-002 0.000000E+000
    54 3.065093E-015 7.150318E-007 2.842851E-002 0.000000E+000
    55 1.596403E-015 4.543580E-006 2.811627E-002 0.000000E+000
    56 4.086791E-015 2.413207E-006 2.939171E-002 0.000000E+000
    57 1.213266E-015 5.096172E-006 3.427303E-002 0.000000E+000
    58 2.043395E-015 1.941572E-006 4.473406E-002 0.000000E+000
    59 4.469928E-015 5.242215E-006 3.371164E-002 0.000000E+000
    60 6.194042E-015 5.188021E-006 3.383591E-002 0.000000E+000
    61 4.980776E-015 2.405832E-006 3.839725E-002 0.000000E+000
    62 8.875999E-015 4.911494E-006 2.890683E-002 0.000000E+000
    63 1.532547E-015 9.405894E-007 3.114187E-002 0.000000E+000
    64 4.201732E-014 8.685226E-006 4.173909E-002 0.000000E+000
    65 3.109792E-014 5.371046E-006 2.119631E-002 0.000000E+000
    66 1.277122E-014 6.607883E-006 2.703572E-002 0.000000E+000
    67 3.461001E-014 6.298566E-006 3.432081E-002 0.000000E+000
    68 3.575942E-015 6.125672E-006 2.804318E-002 0.000000E+000
    69 1.360135E-014 4.217212E-006 2.729423E-002 0.000000E+000
    70 2.745813E-015 5.130484E-006 2.969906E-002 0.000000E+000
    71 6.002474E-015 6.459717E-006 3.214889E-002 0.000000E+000
    72 4.469928E-015 3.709071E-006 3.080588E-002 0.000000E+000
    73 5.810906E-015 1.946896E-006 3.348481E-002 0.000000E+000
    74 9.322992E-015 7.946981E-006 3.050058E-002 0.000000E+000
    75 1.660259E-014 4.719833E-006 3.198662E-002 0.000000E+000
    76 8.556718E-015 7.835775E-006 3.155667E-002 0.000000E+000
    77 1.564475E-014 4.711088E-006 2.566295E-002 0.000000E+000
    78 6.768747E-015 4.952926E-006 3.606819E-002 0.000000E+000
    79 1.066397E-014 3.469973E-006 3.441543E-002 0.000000E+000
    80 1.455919E-014 5.305306E-006 2.624029E-002 0.000000E+000
    81 7.151884E-015 4.120278E-006 2.799187E-002 0.000000E+000
    82 4.533784E-015 3.184534E-006 2.762741E-002 0.000000E+000
    83 3.128949E-015 3.583344E-006 3.533440E-002 0.000000E+000
    84 3.194721E-013 1.693606E-005 1.782638E-002 0.000000E+000
    85 3.065093E-015 3.080205E-006 3.385097E-002 0.000000E+000
    86 3.703654E-015 6.320183E-006 2.423334E-002 0.000000E+000
    87 6.832604E-015 5.955434E-006 3.396825E-002 0.000000E+000
    88 1.130253E-014 6.091315E-006 2.326701E-002 0.000000E+000
    89 4.469928E-015 4.603068E-006 3.213958E-002 0.000000E+000
    90 3.703654E-015 6.617416E-006 3.108234E-002 0.000000E+000
    91 1.979539E-015 3.619371E-006 3.795918E-002 0.000000E+000
    92 4.597640E-015 5.291364E-006 3.105650E-002 0.000000E+000
    93 3.831366E-015 5.311136E-006 3.435921E-002 0.000000E+000
    94 6.768747E-015 4.883533E-006 3.936801E-002 0.000000E+000
    95 3.320518E-015 4.405453E-006 3.102139E-002 0.000000E+000
    96 2.107252E-015 3.694443E-006 4.467291E-002 0.000000E+000
    97 5.044633E-015 1.789840E-006 2.850993E-002 0.000000E+000
    98 3.365217E-014 9.774302E-006 4.124511E-002 0.000000E+000
    99 1.430377E-014 5.989353E-006 2.960400E-002 0.000000E+000
   100 2.158336E-014 4.851613E-006 2.779743E-002 0.000000E+000
   101 5.427769E-015 2.471433E-006 3.946002E-002 0.000000E+000
   102 1.098325E-014 5.750392E-006 2.975920E-002 0.000000E+000
   103 3.384374E-015 6.879443E-006 5.400230E-002 0.000000E+000
   104 7.343452E-015 3.067506E-006 3.079691E-002 0.000000E+000
   105 4.144261E-014 9.362400E-006 2.802097E-002 0.000000E+000
   106 1.481462E-014 5.515642E-006 2.826288E-002 0.000000E+000
   107 9.514560E-015 3.781628E-006 2.968692E-002 0.000000E+000
