    1       -1     3122    1.73205e-005    1.73205e-005    1.00000e-005    1.00000e-015    0.00000e+000
    2     3120        0    5.41421e-005    5.41421e-005    1.00000e-005    1.00000e-015    0.00000e+000
    3       -1     3116    1.00000e-005    1.00000e-005    1.41421e-005    5.00000e-015    0.00000e+000
    4     3109        0    1.00000e-005    1.00000e-005    1.41421e-005    5.00000e-015    0.00000e+000
    5       -1     3102    1.11803e-004    1.11803e-004    1.41421e-005    4.00000e-015    0.00000e+000
    6       -1     3093    9.21954e-005    9.21954e-005    2.23607e-005    5.00000e-015    0.00000e+000
    7       -1     3092    1.00000e-005    1.00000e-005    8.06226e-005    5.00000e-015    0.00000e+000
    8       -1     3084    1.87758e-004    1.87758e-004    1.41421e-005    4.00000e-015    0.00000e+000
    9     3083        0    1.00000e-005    1.00000e-005    7.14143e-005    9.00000e-015    0.00000e+000
   10     3082        0    1.00000e-005    1.00000e-005    7.68115e-005    3.70000e-014    0.00000e+000
   11       -1     3077    2.32611e-004    2.32611e-004    1.41421e-005    4.00000e-015    0.00000e+000
   12       -1     3076    1.00000e-005    1.00000e-005    7.21110e-005    9.00000e-015    0.00000e+000
   13     3075        0    2.37628e-004    2.37628e-004    1.73205e-005    8.00000e-015    0.00000e+000
   14       -1     3068    2.10224e-004    2.10224e-004    3.31662e-005    9.00000e-015    0.00000e+000
   15       -1     3039    1.00000e-005    1.00000e-005    6.70820e-005    2.90000e-014    0.00000e+000
   16       -1     3038    1.20831e-004    1.20831e-004    5.19615e-005    9.00000e-015    0.00000e+000
   17     3031        0    9.94987e-005    9.94987e-005    3.74166e-005    2.10000e-014    0.00000e+000
   18     3030        0    1.00000e-005    1.00000e-005    8.00000e-005    4.50000e-014    0.00000e+000
   19       -1     3029    1.00000e-005    1.00000e-005    6.55744e-005    2.10000e-014    0.00000e+000
   20       -1     3003    1.87063e-004    1.87063e-004    2.44949e-005    9.00000e-015    0.00000e+000
   21     2993        0    1.68313e-004    1.68313e-004    2.00000e-005    1.00000e-015    0.00000e+000
   22     2992        0    1.88184e-004    1.88184e-004    3.00000e-005    1.00000e-015    0.00000e+000
   23     2983        0    1.00000e-005    1.00000e-005    6.40312e-005    2.10000e-014    0.00000e+000
   24       -1     2966    2.89199e-004    2.89199e-004    1.41421e-005    5.00000e-015    0.00000e+000
   25       -1     2964    1.45120e-004    1.45120e-004    1.00000e-005    1.00000e-015    0.00000e+000
   26       -1     2947    2.44097e-004    2.44097e-004    3.46410e-005    9.00000e-015    0.00000e+000
   27     2919        0    8.12404e-005    8.12404e-005    2.23607e-005    5.00000e-015    0.00000e+000
   28     2914        0    1.00000e-005    1.00000e-005    6.55744e-005    2.10000e-014    0.00000e+000
