3582    3.000000e-003    3.000000e-003    3.000000e-003
    1  1.19e-003  1.86e-003  2.98e-003   0      0      0  
    2  2.98e-003  4.50e-004  1.57e-003   1      0      0      1    449  
    3  2.29e-003  8.70e-004  2.70e-004   0      0      0  
    4  2.53e-003  1.87e-003  5.10e-004   0      0      0  
    5  9.60e-004  8.10e-004  1.80e-004   0      0      0  
    6  2.97e-003  5.70e-004  2.06e-003   1      0      0      1    448  
    7  9.30e-004  4.00e-005  2.66e-003   0      0      0  
    8  1.38e-003  1.00e-005  2.87e-003   0      0      0  
    9  1.00e-005  2.97e-003  5.20e-004   1     -1      1      0    447  
   10  1.38e-003  1.55e-003  4.40e-004   0      0      0  
   11  1.04e-003  1.39e-003  1.40e-004   0      0      0  
   12  2.42e-003  2.97e-003  7.70e-004   0      0      0  
   13  1.22e-003  5.00e-005  2.74e-003   0      0      0  
   14  1.00e-005  2.94e-003  6.50e-004   1     -1      1      0    446  
   15  2.15e-003  7.10e-004  2.20e-004   0      0      0  
   16  6.80e-004  4.40e-004  2.98e-003   0      0      0  
   17  6.90e-004  5.60e-004  2.98e-003   0      0      0  
   18  1.00e-005  2.98e-003  2.82e-003   1     -1      1      0    445  
   19  2.40e-003  1.20e-004  2.40e-003   0      0      0  
   20  1.95e-003  2.73e-003  2.38e-003   0      0      0  
   21  1.17e-003  8.60e-004  5.80e-004   0      0      0  
   22  2.57e-003  2.98e-003  2.63e-003   0      0      0  
   23  2.87e-003  1.82e-003  1.26e-003   0      0      0  
   24  2.78e-003  6.00e-005  1.96e-003   0      0      0  
   25  2.60e-004  5.00e-004  2.32e-003   0      0      0  
   26  9.50e-004  2.43e-003  5.30e-004   0      0      0  
   27  2.41e-003  2.85e-003  1.42e-003   0      0      0  
   28  1.29e-003  2.37e-003  1.88e-003   0      0      0  
   29  1.62e-003  2.49e-003  2.52e-003   0      0      0  
   30  2.65e-003  1.48e-003  6.40e-004   0      0      0  
   31  3.80e-004  1.70e-004  1.00e-004   0      0      0  
   32  1.81e-003  1.28e-003  2.42e-003   0      0      0  
   33  1.50e-004  1.91e-003  2.64e-003   0      0      0  
   34  1.39e-003  1.40e-003  2.94e-003   0      0      0  
   35  2.40e-003  2.20e-003  2.98e-003   0      0      0  
   36  1.52e-003  1.39e-003  7.00e-005   0      0      0  
   37  2.83e-003  2.35e-003  1.70e-003   0      0      0  
   38  1.43e-003  1.43e-003  2.90e-003   0      0      0  
   39  1.00e-005  1.30e-003  2.89e-003   1     -1      1      0    444  
   40  1.44e-003  2.73e-003  2.40e-004   0      0      0  
   41  2.74e-003  1.00e-005  7.00e-004   0      0      0  
   42  5.90e-004  1.00e-005  1.41e-003   0      0      0  
   43  5.30e-004  1.01e-003  9.50e-004   0      0      0  
   44  1.30e-003  1.00e-005  2.76e-003   0      0      0  
   45  2.98e-003  1.67e-003  1.44e-003   1      0      0      1    443  
   46  2.66e-003  2.55e-003  9.40e-004   0      0      0  
   47  7.50e-004  1.20e-004  2.91e-003   0      0      0  
   48  2.58e-003  2.93e-003  2.22e-003   0      0      0  
   49  1.86e-003  6.10e-004  2.98e-003   0      0      0  
   50  2.60e-004  1.07e-003  1.94e-003   0      0      0  
   51  5.30e-004  1.40e-003  1.41e-003   0      0      0  
   52  2.44e-003  1.13e-003  1.93e-003   0      0      0  
   53  2.80e-003  1.93e-003  6.30e-004   0      0      0  
   54  3.10e-004  1.50e-004  7.80e-004   0      0      0  
   55  4.70e-004  6.10e-004  2.02e-003   0      0      0  
   56  1.00e-005  2.85e-003  1.89e-003   1     -1      1      0    442  
   57  2.89e-003  3.30e-004  1.30e-004   0      0      0  
   58  2.82e-003  5.00e-005  1.79e-003   0      0      0  
   59  2.30e-004  2.83e-003  4.30e-004   0      0      0  
   60  2.38e-003  4.20e-004  6.10e-004   0      0      0  
   61  1.05e-003  2.08e-003  4.40e-004   0      0      0  
   62  1.50e-004  1.17e-003  1.41e-003   0      0      0  
   63  2.35e-003  2.80e-003  2.00e-005   0      0      0  
   64  2.87e-003  8.00e-005  6.10e-004   0      0      0  
   65  4.70e-004  4.20e-004  2.69e-003   0      0      0  
   66  7.80e-004  1.19e-003  2.40e-004   0      0      0  
   67  2.09e-003  2.59e-003  8.00e-005   0      0      0  
   68  1.41e-003  2.48e-003  4.80e-004   0      0      0  
   69  2.26e-003  6.50e-004  3.20e-004   0      0      0  
   70  1.79e-003  2.30e-004  3.30e-004   0      0      0  
   71  2.70e-004  4.60e-004  2.27e-003   0      0      0  
   72  1.24e-003  1.45e-003  1.93e-003   0      0      0  
   73  2.17e-003  1.38e-003  1.98e-003   0      0      0  
   74  2.09e-003  1.46e-003  1.60e-003   0      0      0  
   75  2.74e-003  6.10e-004  1.00e-004   0      0      0  
   76  7.70e-004  5.10e-004  7.00e-004   0      0      0  
   77  1.66e-003  5.90e-004  2.50e-003   0      0      0  
   78  1.00e-005  1.25e-003  8.30e-004   1     -1      1      0    441  
   79  1.77e-003  2.12e-003  7.20e-004   0      0      0  
   80  2.25e-003  5.40e-004  8.20e-004   0      0      0  
   81  1.94e-003  2.52e-003  1.56e-003   0      0      0  
   82  2.26e-003  8.80e-004  1.70e-003   0      0      0  
   83  7.50e-004  2.89e-003  1.66e-003   0      0      0  
   84  2.15e-003  2.20e-003  9.50e-004   0      0      0  
   85  1.82e-003  1.65e-003  1.70e-003   0      0      0  
   86  2.67e-003  1.69e-003  5.70e-004   0      0      0  
   87  1.04e-003  1.46e-003  1.20e-004   0      0      0  
   88  2.58e-003  2.20e-004  1.23e-003   0      0      0  
   89  2.49e-003  1.00e-005  2.82e-003   0      0      0  
   90  2.24e-003  2.78e-003  2.49e-003   0      0      0  
   91  1.94e-003  1.00e-005  2.02e-003   0      0      0  
   92  1.13e-003  8.70e-004  8.80e-004   0      0      0  
   93  4.10e-004  4.40e-004  1.60e-003   0      0      0  
   94  5.90e-004  1.90e-003  8.20e-004   0      0      0  
   95  4.50e-004  1.47e-003  5.80e-004   0      0      0  
   96  1.30e-004  1.01e-003  2.47e-003   0      0      0  
   97  2.00e-005  2.92e-003  2.80e-003   1     -1      1      0    440  
   98  1.00e-005  2.88e-003  2.79e-003   1     -1      1      0    439  
   99  9.30e-004  1.09e-003  2.90e-004   0      0      0  
  100  9.50e-004  8.60e-004  1.26e-003   0      0      0  
  101  1.86e-003  9.60e-004  1.22e-003   0      0      0  
  102  2.28e-003  5.00e-004  7.20e-004   0      0      0  
  103  2.56e-003  1.46e-003  1.09e-003   0      0      0  
  104  1.28e-003  1.96e-003  1.14e-003   0      0      0  
  105  1.29e-003  1.43e-003  2.30e-004   0      0      0  
  106  2.43e-003  2.91e-003  1.87e-003   0      0      0  
  107  2.31e-003  1.80e-003  1.60e-003   0      0      0  
  108  2.10e-003  7.00e-004  2.50e-003   0      0      0  
  109  1.61e-003  2.88e-003  2.63e-003   0      0      0  
