  9556  2.688000E-003  2.688000E-003  2.688000E-003
     1 3.225600E-004 1.594880E-003 2.670080E-003   1	 5037	    0	    0	  634
     2 3.584000E-005 2.096640E-003 8.960000E-005   2	   -1	 7169	    1	    0	  629	  648
     3 1.200640E-003 2.105600E-003 2.096640E-003   1	   65	    0	    0	  672
     4 8.332800E-004 2.150400E-003 1.406720E-003   1	 7028	    0	    0	  680
     5 3.404800E-004 2.472960E-003 8.960000E-006   1	 8567	    0	    0	  704
     6 1.568000E-003 8.960000E-006 2.661120E-003   1	 1536	    0	    0	  709
     7 2.643200E-003 7.795200E-004 1.747200E-003   2	    0	 1078	    0	    1	  628	  720
     8 7.705600E-004 2.150400E-004 1.361920E-003   1	 3246	    0	    0	  722
     9 7.436800E-004 2.051840E-003 2.320640E-003   1	 5257	    0	    0	  725
    10 6.361600E-004 8.512000E-004 5.376000E-004   1	 2521	    0	    0	  728
    11 2.177280E-003 3.942400E-004 2.105600E-003   1	 3444	    0	    0	  741
    12 1.576960E-003 1.236480E-003 1.998080E-003   1	 5532	    0	    0	  746
    13 1.738240E-003 2.661120E-003 1.576960E-003   1	 2860	    0	    0	  755
    14 1.460480E-003 1.702400E-003 6.182400E-004   2	 3503	 7722	    0	    0	  788	  687
    15 2.177280E-003 4.569600E-004 1.639680E-003   1	 6193	    0	    0	  790
    16 1.550080E-003 9.587200E-004 1.881600E-004   1	 2024	    0	    0	  800
    17 2.670080E-003 2.670080E-003 2.186240E-003   2	    0	 6930	    0	    1	  627	  801
    18 7.884800E-004 1.980160E-003 4.480000E-005   2	 3339	 2874	    0	    0	  813	  690
    19 6.272000E-005 1.299200E-003 1.953280E-003   2	 8161	   -1	    1	    0	  832	  626
    20 2.016000E-003 1.926400E-003 2.383360E-003   1	 7983	    0	    0	  836
    21 4.928000E-004 2.580480E-003 8.960000E-006   1	 6647	    0	    0	  843
    22 2.383360E-003 2.347520E-003 1.245440E-003   1	 1837	    0	    0	  847
    23 2.069760E-003 3.942400E-004 2.078720E-003   1	 1934	    0	    0	  849
    24 4.211200E-004 2.625280E-003 1.594880E-003   1	 5726	    0	    0	  851
    25 1.505280E-003 8.960000E-006 1.765120E-003   1	 6251	    0	    0	  860
    26 2.517760E-003 2.177280E-003 1.254400E-004   1	   27	    0	    0	  864
    27 2.571520E-003 2.374400E-003 2.150400E-004   1	   26	    0	    0	  864
    28 2.670080E-003 9.766400E-004 1.505280E-003   2	    0	 2005	    0	    1	  625	  869
    29 3.136000E-004 2.688000E-005 2.508800E-004   1	 8439	    0	    0	  871
    30 1.200640E-003 4.032000E-004 4.121600E-004   1	   31	    0	    0	  876
    31 1.084160E-003 3.225600E-004 3.673600E-004   2	   30	 8097	    0	    0	  876	  706
    32 2.096640E-003 1.935360E-003 1.209600E-003   1	 4868	    0	    0	  885
    33 1.774080E-003 2.231040E-003 2.634240E-003   1	   34	    0	    0	  886
    34 1.908480E-003 2.320640E-003 2.670080E-003   1	   33	    0	    0	  886
    35 1.953280E-003 1.585920E-003 2.069760E-003   1	 5196	    0	    0	  911
    36 1.021440E-003 1.057280E-003 2.087680E-003   1	 6611	    0	    0	  917
    37 1.935360E-003 2.643200E-003 1.442560E-003   1	 8554	    0	    0	  923
    38 2.652160E-003 1.361920E-003 1.021440E-003   2	    0	 7122	    0	    1	  624	  924
    39 1.021440E-003 2.634240E-003 1.164800E-004   1	 6434	    0	    0	  942
    40 2.347520E-003 1.774080E-003 2.670080E-003   1	 8271	    0	    0	  956
    41 8.960000E-006 1.308160E-003 2.499840E-003   2	 8512	   -1	    1	    0	  959	  623
    42 4.838400E-004 1.800960E-003 1.191680E-003   1	 6583	    0	    0	  964
    43 4.032000E-004 1.003520E-003 5.913600E-004   1	 3438	    0	    0	  978
    44 8.243200E-004 1.944320E-003 2.168320E-003   1	 7299	    0	    0	  979
    45 1.899520E-003 1.012480E-003 2.231040E-003   1	 5752	    0	    0	  987
    46 8.332800E-004 2.240000E-003 2.150400E-003   1	 7934	    0	    0	  992
    47 2.347520E-003 4.569600E-004 1.854720E-003   1	 6883	    0	    0	  993
    48 1.675520E-003 2.060800E-003 2.661120E-003   2	 1135	 2335	    0	    0	  995	  859
    49 2.051840E-003 8.960000E-006 1.980160E-003   1	 8532	    0	    0	  998
    50 8.153600E-004 2.159360E-003 2.159360E-003   1	 7934	    0	    0	  999
    51 1.935360E-003 2.670080E-003 9.676800E-004   1	 7146	    0	    0	 1011
    52 1.917440E-003 2.571520E-003 1.030400E-003   1	   53	    0	    0	 1013
    53 1.944320E-003 2.481920E-003 9.945600E-004   1	   52	    0	    0	 1013
    54 1.182720E-003 6.272000E-005 9.228800E-004   1	 8099	    0	    0	 1014
    55 6.988800E-004 2.526720E-003 1.621760E-003   1	 7363	    0	    0	 1022
    56 1.263360E-003 1.012480E-003 4.569600E-004   2	 3823	 1543	    0	    0	 1040	  711
    57 2.508800E-003 2.490880E-003 1.487360E-003   1	 6404	    0	    0	 1045
    58 2.661120E-003 1.433600E-004 2.240000E-003   2	    0	 1259	    0	    1	  622	 1053
    59 2.410240E-003 2.284800E-003 9.497600E-004   1	 4831	    0	    0	 1062
    60 7.347200E-004 8.601600E-004 1.792000E-005   1	 5441	    0	    0	 1065
    61 1.245440E-003 2.688000E-005 2.257920E-003   1	 5169	    0	    0	 1087
    62 1.980160E-003 2.670080E-003 1.944320E-003   1	 4542	    0	    0	 1094
    63 1.021440E-003 5.913600E-004 1.370880E-003   1	 2253	    0	    0	 1104
    64 2.096640E-003 2.455040E-003 8.691200E-004   1	 5166	    0	    0	 1106
    65 1.066240E-003 2.042880E-003 2.024960E-003   2	    3	 7791	    0	    0	  672	 1116
    66 9.766400E-004 2.481920E-003 7.974400E-004   1	 2236	    0	    0	 1118
    67 2.329600E-003 2.670080E-003 1.603840E-003   1	 2981	    0	    0	 1120
    68 2.213120E-003 1.594880E-003 2.544640E-003   1	   69	    0	    0	 1121
    69 2.087680E-003 1.585920E-003 2.517760E-003   1	   68	    0	    0	 1121
    70 1.935360E-003 2.150400E-004 1.093120E-003   1	 7049	    0	    0	 1137
    71 2.419200E-004 6.182400E-004 1.890560E-003   1	 5910	    0	    0	 1138
    72 6.451200E-004 1.030400E-003 8.243200E-004   1	 8673	    0	    0	 1139
    73 1.066240E-003 1.048320E-003 8.332800E-004   1	  636	    0	    0	 1142
    74 7.078400E-004 2.240000E-004 1.756160E-003   1	 5017	    0	    0	 1143
    75 1.559040E-003 1.881600E-004 2.123520E-003   1	 5572	    0	    0	 1159
    76 2.231040E-003 2.670080E-003 1.881600E-003   1	   77	    0	    0	 1162
    77 2.338560E-003 2.670080E-003 1.854720E-003   2	 4168	   76	    0	    0	  850	 1162
    78 1.182720E-003 1.523200E-003 8.960000E-006   1	   79	    0	    0	 1164
    79 1.290240E-003 1.523200E-003 8.960000E-006   1	   78	    0	    0	 1164
    80 1.971200E-003 4.748800E-004 2.114560E-003   2	 6965	 6100	    0	    0	  792	 1168
    81 6.630400E-004 4.569600E-004 1.612800E-004   1	 8746	    0	    0	 1173
    82 2.661120E-003 8.512000E-004 1.792000E-005   2	    0	   83	    0	    1	  621	 1176
    83 2.643200E-003 9.676800E-004 1.792000E-005   2	    0	   82	    0	    1	  620	 1176
    84 1.191680E-003 1.433600E-004 1.792000E-005   1	  470	    0	    0	 1189
    85 1.335040E-003 2.670080E-003 2.240000E-004   1	 6825	    0	    0	 1190
    86 4.480000E-005 7.526400E-004 4.569600E-004   2	   -1	 8680	    1	    0	  619	 1195
    87 1.684480E-003 1.245440E-003 1.415680E-003   1	 1610	    0	    0	 1196
