14475					
62	12	982	2.58E-05	0.0356233	0.000114386
63	12	583	2.31E-05	0.0399194	0.000153088
64	12	2773	1.41E-05	0.041405	0.000255744
65	12	1591	1.97E-05	0.0275492	0.000187613
66	12	1405	1.92E-05	0.0284577	0.000119255
67	13	1119	1.44E-05	0.0327982	0.000223739
68	13	3288	2.05E-05	0.0426952	0.000111483
69	14	2351	3.70E-05	0.0378155	8.92E-05
70	14	5661	8.63E-06	0.031535	9.91E-05
71	14	287	4.17E-05	0.0507842	0.000181059
72	14	1572	9.10E-06	0.0332852	0.000186184
73	14	478	3.08E-05	0.0382718	0.00018092
74	14	46	3.54E-05	0.0327649	0.000219725
75	14	1384	3.25E-05	0.0549316	0.000120438
76	14	4433	1.36E-05	0.0333173	0.000229744
77	15	1659	1.92E-05	0.0254272	0.000280333
78	15	1985	1.97E-05	0.035575	0.000309425
79	15	750	2.69E-05	0.0431813	0.000164577
80	15	751	2.04E-05	0.0362543	0.000224018
81	16	147	3.46E-05	0.0287169	9.09E-05
82	16	418	4.16E-05	0.041453	0.000106034
83	16	334	2.31E-05	0.0247718	0.000137974
84	16	1480	1.97E-05	0.0353939	0.000176762
85	16	2217	2.14E-05	0.0269477	0.000198828
86	17	2756	2.03E-05	0.0312772	0.000136772
87	17	1955	1.98E-05	0.0417734	0.000200708
88	17	4069	9.64E-06	0.0352282	0.000136772
89	17	631	1.48E-05	0.0368048	0.000192045
90	17	203	1.80E-05	0.0388511	0.000267213
91	17	2751	6.56E-06	0.0462974	0.000151659
92	17	3453	1.83E-05	0.0363541	9.75E-05
93	17	746	2.70E-05	0.043313	8.12E-05
94	18	383	3.27E-05	0.0367813	0.000149933
95	18	4881	1.43E-05	0.047172	0.000126776
96	18	382	2.00E-05	0.0391159	0.000188823
97	18	384	7.29E-06	0.0308571	0.000167854
98	384	6940	2.51E-05	0.0435467	6.84E-05
99	18	6940	1.57E-05	0.0358297	9.41E-05
100	18	1518	2.22E-05	0.0367757	0.000178451
101	18	56	2.41E-05	0.0316689	0.000202132
102	18	6699	6.09E-06	0.045768	0.000151979
103	19	2946	7.08E-06	0.0391976	0.000152048
104	19	754	1.66E-05	0.0441348	0.000163939
105	19	219	2.77E-05	0.0437521	0.000138528
106	20	4636	1.85E-05	0.0408809	0.000197944
107	20	221	3.29E-05	0.0288889	0.000124286
108	20	4646	7.30E-06	0.0409066	0.000175242
109	20	2496	2.45E-05	0.0428296	0.00014494
110	20	773	2.77E-05	0.0268797	0.000117831
111	21	464	9.22E-06	0.0245275	0.000139301
112	21	1045	3.46E-05	0.0363453	0.000135382
113	21	2307	1.54E-05	0.0330979	0.000246671
114	22	1002	2.57E-05	0.0266708	0.000136319
115	22	121	3.51E-05	0.0341077	0.00014009
116	22	2007	1.59E-05	0.0330465	0.000207141
117	22	2812	1.51E-05	0.0387477	0.000284733
118	22	456	1.45E-05	0.0292719	0.000346804
119	22	1461	1.76E-05	0.0342021	0.000272416
120	22	257	3.38E-05	0.0216598	0.000104047
121	23	95	2.92E-05	0.0330476	0.000197981
122	23	3706	1.72E-05	0.0385859	0.000237171
123	23	1022	2.93E-05	0.021801	0.000141158
124	23	4793	9.86E-06	0.0295612	0.000189476
125	23	1021	4.97E-05	0.0288675	0.000173374
126	23	371	3.29E-05	0.0245565	9.81E-05
127	23	4274	2.00E-05	0.0395221	0.000201949
128	23	4232	9.58E-06	0.0374484	0.000232043
129	23	5352	1.38E-05	0.0442794	0.000227434
130	23	3679	1.48E-05	0.0408907	0.000136801
131	23	2986	2.45E-05	0.0280419	0.000198056
132	23	3647	1.23E-05	0.0390449	0.00031418
133	23	2543	8.17E-06	0.0219082	0.000218576
134	23	2564	1.88E-05	0.0307307	0.00020432
135	23	1478	2.37E-05	0.0398292	0.000155199
136	24	344	3.22E-05	0.0388079	0.000186368
137	24	286	2.37E-05	0.0303465	0.000183509
138	25	2431	2.96E-05	0.0268347	0.00011957
139	25	443	7.28E-06	0.0497794	0.00019027
140	2431	6941	6.00E-06	0.0453704	0.000127482
141	25	6941	1.64E-05	0.0362791	9.07E-05
142	25	108	3.80E-05	0.0399646	0.000142866
143	25	204	1.04E-05	0.0366635	0.00025193
144	26	3183	1.82E-05	0.0382185	0.000111098
145	26	1647	2.47E-05	0.0404236	9.58E-05
146	26	5950	1.93E-05	0.0326991	0.000249115
147	27	1448	1.92E-05	0.0360717	0.000272726
148	27	3554	2.66E-05	0.0297314	0.000282638
149	27	5174	2.07E-05	0.0340191	0.000113373
150	5174	6942	5.06E-06	0.0486716	5.85E-05
151	27	6942	1.42E-05	0.0422308	0.000106961
152	27	752	2.90E-05	0.0428581	0.000235041
153	27	135	3.74E-05	0.0218194	0.000134734
154	27	1990	3.13E-05	0.0456014	0.000160345
155	27	76	4.81E-05	0.0329666	0.0001383
156	27	2150	2.90E-05	0.0312187	0.000154603
157	27	37	3.34E-05	0.0379081	0.000215104
158	752	6943	8.90E-06	0.0482438	0.000132424
159	27	6943	1.07E-05	0.0324417	0.000228365
160	-1	27	1.51E-05	0.0335365	0.000191024
161	5174	6944	3.91E-06	0.0845728	2.87E-05
162	27	6944	8.39E-06	0.0309291	0.000126724
163	28	1458	1.66E-05	0.0399666	0.000217261
164	28	4747	1.42E-05	0.0253786	0.000118969
165	28	507	3.82E-05	0.0155084	9.38E-05
166	28	790	1.27E-05	0.0355805	0.000186438
167	28	5987	1.77E-05	0.0479691	8.89E-05
168	28	31	1.71E-05	0.0245216	0.000241013
169	28	2013	3.21E-05	0.026723	8.61E-05
170	29	815	1.88E-05	0.0310246	0.000145898
171	29	2584	1.89E-05	0.042881	0.00010577
172	29	2847	6.57E-06	0.0377848	0.000216041
173	29	259	2.86E-05	0.042167	0.000103692
174	29	1134	2.09E-05	0.033647	0.000155474
175	29	56	2.73E-05	0.0377245	0.000179937
176	2584	6945	1.69E-05	0.0554286	4.17E-05
177	29	6945	2.93E-05	0.0438061	0.000123792
178	29	181	3.28E-05	0.038874	0.000152224
179	29	4346	1.20E-05	0.0442845	0.000150601
180	29	1033	1.75E-05	0.0354981	0.000280591
181	30	4902	8.63E-06	0.0426123	0.000147111
182	30	6715	2.69E-05	0.0336968	0.000121068
183	30	100	3.16E-05	0.0374603	0.00012137
184	30	944	2.51E-05	0.0277699	0.000193221
185	30	5565	2.04E-05	0.0378614	9.00E-05
186	31	790	2.40E-05	0.0325917	0.000139447
187	31	224	3.81E-05	0.0352608	0.00020811
188	31	1325	2.72E-05	0.0324808	0.000245872
189	31	4215	1.40E-05	0.0238559	0.000210354
190	31	373	3.42E-05	0.0235213	0.000118584
191	31	813	2.30E-05	0.0324086	0.000319774
192	32	1744	2.30E-05	0.0391295	0.000102732
193	1744	6946	5.03E-06	0.0498286	7.55E-05
194	32	6946	1.95E-05	0.0338174	9.15E-05
195	32	2583	1.56E-05	0.0334536	0.00022108
196	32	181	1.85E-05	0.0340182	0.000244569
197	2583	6947	1.26E-05	0.0355067	0.000118395
198	32	6947	3.37E-05	0.0389291	0.000146667
199	32	2834	1.24E-05	0.0281847	0.000119264
200	32	1741	3.03E-05	0.0382379	0.000160027
201	32	2026	2.79E-05	0.0325817	0.000141141
202	32	3703	2.31E-05	0.0319243	0.00016156
203	32	5400	1.97E-05	0.0297955	0.000259171
204	33	5443	1.18E-05	0.0263364	0.000160126
205	33	178	3.50E-05	0.0270323	0.000102198
206	33	941	1.47E-05	0.0360061	0.000236998
207	34	3783	1.26E-05	0.0440218	0.000121777
208	34	541	2.36E-05	0.0362451	0.000134061
209	34	1539	3.38E-05	0.0326608	8.64E-05
210	34	4918	1.06E-05	0.0360232	0.000195688
211	35	478	1.16E-05	0.0295134	0.000215098
212	35	287	3.69E-05	0.0334805	0.000273334
213	35	1912	1.33E-05	0.035154	0.000270143
214	35	3412	1.15E-05	0.0403743	0.000206522
215	35	1572	2.17E-05	0.0360696	0.000129425
216	35	3899	6.76E-06	0.0440183	0.000253031
217	36	6490	1.68E-05	0.0300869	0.000276857
218	36	6782	1.10E-05	0.044419	0.000133802
219	6782	6948	8.30E-06	0.0470839	6.30E-05
220	36	6948	3.38E-05	0.0374557	0.000118275
221	36	3405	1.36E-05	0.029496	0.000243369
222	36	622	9.32E-06	0.0371289	0.000279172
223	36	2355	2.34E-05	0.0386404	0.000318212
224	6782	6949	8.44E-06	0.0412032	5.10E-05
225	36	6949	3.13E-05	0.0326425	0.000147786
226	36	399	5.04E-05	0.0247593	0.000186215
227	36	1172	2.78E-05	0.0403414	0.000212305
228	36	3083	1.62E-05	0.0298597	0.000222268
229	36	6492	6.11E-06	0.0343526	0.000165156
230	36	1198	2.89E-05	0.0356869	0.00030196
231	36	111	3.78E-05	0.0135316	0.000193902
232	36	2372	6.47E-06	0.0393852	0.000333596
233	36	570	3.59E-05	0.0204897	0.000145911
234	36	4998	7.78E-06	0.046601	0.000279125
235	2372	6950	8.07E-06	0.0441249	0.000151315
236	36	6950	1.02E-05	0.0460209	0.000207454
237	36	1068	2.28E-05	0.0315019	0.000265926
238	37	1632	2.03E-05	0.036941	0.000209305
239	37	274	3.12E-05	0.0341984	0.000110073
240	38	5550	1.63E-05	0.0337284	0.000164678
241	38	101	3.78E-05	0.0386822	0.000119578
242	38	2647	1.56E-05	0.0356644	0.000252853
243	5550	6951	6.28E-06	0.0588788	6.98E-05
244	38	6951	1.25E-05	0.0456071	9.23E-05
245	38	840	1.62E-05	0.0416441	0.000178005
246	38	1370	2.54E-05	0.0310349	0.000129156
247	38	6901	1.41E-05	0.0367067	0.000134742
248	38	6078	1.03E-05	0.0348133	0.000142938
249	38	3052	2.01E-05	0.0353524	0.000116065
250	39	1295	2.25E-05	0.0298943	0.000103409
251	39	292	2.88E-05	0.0250185	8.75E-05
252	39	2787	2.17E-05	0.0329605	9.75E-05
253	40	4880	1.21E-05	0.0435733	0.00013482
254	40	3319	1.95E-05	0.0444055	0.000135024
255	40	3771	1.58E-05	0.0408556	0.000140269
256	40	533	1.37E-05	0.0329448	0.000213874
257	40	1362	2.78E-05	0.0396199	0.000163989
258	40	2269	6.03E-06	0.0452156	0.00010816
259	41	1840	9.53E-06	0.0458078	0.000145425
260	41	110	1.39E-05	0.0447557	0.000227139
261	41	5558	1.53E-05	0.0358541	0.000185955
262	41	4434	1.43E-05	0.0431857	0.000132711
263	42	2676	1.84E-05	0.0344623	0.000251411
264	42	3400	1.36E-05	0.0383549	0.000230168
265	42	707	1.70E-05	0.0348598	0.000221785
266	42	74	1.71E-05	0.0385673	0.000221836
267	42	4974	7.80E-06	0.0358751	0.000228367
268	42	2345	1.31E-05	0.0327032	0.000286905
269	43	288	2.04E-05	0.0370841	0.00025456
270	43	3407	2.26E-05	0.0367377	0.000169836
271	43	2734	2.34E-05	0.0329918	0.00021859
272	43	3983	9.75E-06	0.0228667	0.000149499
273	43	2707	2.20E-05	0.0219199	9.91E-05
274	43	1283	2.67E-05	0.0246141	9.65E-05
275	44	1921	2.62E-05	0.0394404	0.000133143
276	44	4533	1.26E-05	0.0264658	0.000157072
277	44	1924	9.83E-06	0.0385259	0.00017925
278	1924	6952	1.85E-05	0.0454396	6.34E-05
279	44	6952	4.13E-05	0.0273354	9.63E-05
280	44	1199	1.70E-05	0.0346546	0.000246368
281	44	5823	2.04E-05	0.0382554	0.000236008
282	44	153	3.79E-05	0.0324222	0.000165509
283	45	2030	2.89E-05	0.0305215	0.000102403
284	45	2561	1.85E-05	0.0326877	0.000236491
285	45	514	2.34E-05	0.0353149	0.000153378
286	45	662	2.48E-05	0.0337867	9.39E-05
287	45	2830	1.60E-05	0.0373293	0.000123712
288	45	2539	1.64E-05	0.0353668	0.000177495
289	46	4433	2.43E-05	0.0362644	0.00012286
290	46	1054	7.25E-06	0.0363263	0.000203132
291	46	874	4.02E-05	0.0309775	0.000172485
292	46	5636	1.91E-05	0.035354	0.000119804
293	46	4999	1.04E-05	0.0301154	0.000271945
294	46	3873	2.00E-05	0.0342308	0.00016548
295	46	4442	1.98E-05	0.0307688	0.000206722
296	47	55	4.34E-05	0.0284763	0.000120728
297	47	2975	2.03E-05	0.0330516	0.00010048
298	47	4736	1.44E-05	0.0382854	0.000151407
299	47	4264	8.38E-06	0.0301491	0.000206113
300	48	228	3.39E-05	0.033932	0.000212925
301	48	2206	1.51E-05	0.0336403	0.000227835
302	0	48	3.44E-05	0.0376087	5.61E-05
303	48	332	3.22E-05	0.033107	0.000107597
304	49	3940	1.70E-05	0.0397932	0.000129258
305	49	3887	1.96E-05	0.0379149	0.000143076
306	49	3392	1.45E-05	0.0346785	0.000189402
307	49	568	3.07E-05	0.037874	0.000107601
308	3392	6953	1.23E-05	0.0580259	8.20E-05
309	49	6953	1.34E-05	0.045193	0.00018675
310	49	3128	1.30E-05	0.0356574	0.000292303
311	49	1909	8.35E-06	0.0315133	0.000271626
312	49	863	1.61E-05	0.0365977	0.000289105
313	49	720	9.19E-06	0.0391703	0.000258207
314	50	165	3.33E-05	0.0305222	0.000110387
315	50	4480	1.71E-05	0.0344063	0.000243951
316	50	317	2.97E-05	0.0265002	8.77E-05
317	50	578	3.59E-05	0.0242341	0.000124484
318	51	2534	1.80E-05	0.0285204	0.000160524
319	51	3237	9.61E-06	0.0399052	0.000488749
320	52	1258	1.74E-05	0.0314368	0.000219591
321	52	5501	1.51E-05	0.0387509	0.000147242
322	52	839	2.03E-05	0.0451952	0.000166034
323	52	1138	3.89E-05	0.0124786	9.03E-05
324	52	4844	1.26E-05	0.0341763	0.000122789
325	53	1355	2.17E-05	0.0352978	0.000140407
326	53	5482	1.22E-05	0.0401373	0.000194279
327	53	5525	8.81E-06	0.0259633	0.000100082
328	53	1365	3.21E-05	0.0303044	8.81E-05
329	53	2610	1.76E-05	0.0358513	0.00010376
330	53	2271	2.45E-05	0.036355	0.000121768
331	53	3333	1.65E-05	0.0359994	0.000163592
332	53	3744	1.66E-05	0.0321809	0.000133272
333	53	4364	2.42E-05	0.0481191	0.00016657
334	54	1972	2.03E-05	0.0348421	0.000125964
335	54	985	2.00E-05	0.0457655	0.000193457
336	54	4085	1.21E-05	0.035336	0.000211797
337	54	3461	2.78E-05	0.0515148	0.00011019
338	4085	6954	6.98E-06	0.0433013	4.17E-05
339	54	6954	2.92E-05	0.0487879	8.62E-05
340	55	304	1.97E-05	0.0281511	0.000209583
341	55	5332	8.39E-06	0.0401923	0.000181345
342	55	5386	8.80E-06	0.0413403	0.000177747
343	55	4264	2.67E-05	0.0308874	0.000177467
344	5386	6955	1.31E-05	0.0367541	5.35E-05
345	55	6955	3.24E-05	0.0367177	0.000148639
346	55	2185	2.49E-05	0.0374929	0.000281458
347	55	3633	1.12E-05	0.0322019	0.000345585
348	55	5299	1.97E-05	0.0385881	0.000181489
349	55	2819	8.73E-06	0.0426817	0.000238767
350	55	3632	2.07E-05	0.0253921	0.000317844
351	55	812	2.69E-05	0.0300464	0.000248662
352	55	3239	2.73E-05	0.0298218	0.000207312
353	55	6322	9.40E-06	0.0428871	0.000322517
354	55	2836	1.30E-05	0.0342227	0.000254444
355	55	1749	1.66E-05	0.0296438	0.000312886
356	55	1769	1.02E-05	0.0398998	0.000383089
357	55	2521	1.50E-05	0.0324976	0.000215908
358	55	3238	2.14E-05	0.0226407	0.000152532
359	56	615	8.76E-06	0.0393109	0.000214775
360	56	1270	1.35E-05	0.0388679	0.000149733
361	56	4346	9.66E-06	0.0385897	0.000108961
362	57	4368	1.10E-05	0.0380761	0.000145848
363	57	1827	1.19E-05	0.0402194	0.000143112
364	57	2061	9.81E-06	0.0469299	0.000325059
365	4368	6956	5.51E-06	0.037035	6.12E-05
366	57	6956	1.47E-05	0.0379789	9.10E-05
367	57	3330	2.24E-05	0.0280735	7.21E-05
368	58	6733	9.03E-06	0.0335736	0.000135212
369	58	2064	1.51E-05	0.0353453	0.000160535
370	58	476	1.19E-05	0.0363297	0.000274936
371	58	3364	2.30E-05	0.0381927	8.97E-05
372	58	1882	1.02E-05	0.0450812	0.00018634
373	6733	6957	6.38E-06	0.0489096	4.26E-05
374	58	6957	2.10E-05	0.0398973	8.21E-05
375	58	2323	9.76E-06	0.0442133	0.000264513
376	58	103	3.78E-05	0.0464829	0.000125882
377	58	556	1.47E-05	0.039863	0.000299188
378	59	1555	2.92E-05	0.0300513	9.86E-05
379	-1	59	2.48E-05	0.0379734	0.000123606
380	60	475	3.89E-05	0.0300644	0.000109823
381	60	5682	1.19E-05	0.0340119	0.000136442
382	60	2672	2.82E-05	0.0466013	0.000120812
383	60	6119	1.28E-05	0.0349439	0.000194805
384	61	5907	1.44E-05	0.0381218	8.72E-05
385	61	1222	2.09E-05	0.0367776	0.000151013
386	62	339	3.47E-05	0.0390656	0.00014215
387	62	3325	2.25E-05	0.0337681	0.000143909
388	62	467	9.56E-06	0.0417481	0.000288783
389	62	1795	1.05E-05	0.0393573	0.000286892
390	62	1270	1.88E-05	0.0330159	0.000391324
391	62	210	3.29E-05	0.0281616	9.90E-05
392	62	3746	1.70E-05	0.0449286	0.000132487
393	63	3704	9.54E-06	0.0375288	0.00018184
394	63	1489	2.42E-05	0.0356465	0.000180201
395	63	3722	2.18E-05	0.0275726	0.000205538
396	63	3028	8.23E-06	0.0386608	0.000306827
397	63	375	7.84E-06	0.0371798	0.000304928
398	63	529	1.39E-05	0.0338502	0.00027022
399	3028	6958	1.20E-05	0.0348275	7.34E-05
400	63	6958	2.37E-05	0.0313679	0.000145401
401	63	428	3.07E-05	0.0375809	0.000145948
402	63	3764	1.71E-05	0.0310912	0.000244125
403	64	2065	2.89E-05	0.0347097	0.000137645
404	64	401	2.51E-05	0.0418779	0.000144221
405	64	437	2.61E-05	0.0300645	8.15E-05
406	64	3101	1.47E-05	0.0247862	8.59E-05
407	64	3922	1.68E-05	0.0343324	0.000106423
408	64	480	1.41E-05	0.0363812	0.000182664
409	65	77	3.78E-05	0.0202696	1.68E-05
410	65	918	1.86E-05	0.0268896	0.000286984
411	65	325	1.60E-05	0.0332484	0.000246647
412	65	1685	2.98E-05	0.0285836	7.57E-05
413	66	2994	1.63E-05	0.0368869	0.00023638
414	66	2021	2.22E-05	0.0264471	0.000112126
415	66	1022	1.89E-05	0.0342236	0.000223203
416	66	815	3.74E-05	0.0337444	0.000136717
417	815	6959	5.16E-06	0.0470562	0.000113726
418	66	6959	1.84E-05	0.0361772	0.000125828
419	66	3009	1.43E-05	0.0329794	0.000146978
420	0	67	2.04E-05	0.0460219	9.13E-05
421	67	1131	2.22E-05	0.0309084	0.000158064
422	67	1483	1.35E-05	0.0328113	0.000289893
423	1483	6960	8.55E-06	0.0360421	0.000144029
424	67	6960	8.80E-06	0.0299593	9.86E-05
425	68	5617	1.21E-05	0.0452799	9.67E-05
426	68	6125	1.27E-05	0.0440791	0.000135631
427	68	2335	1.24E-05	0.041832	0.000276509
428	68	6741	1.17E-05	0.0433959	0.000111772
429	68	2058	9.90E-06	0.0430455	0.000146114
430	68	284	3.76E-05	0.0296881	0.000140888
431	68	3368	7.92E-06	0.0541357	0.000158808
432	68	2287	1.78E-05	0.03709	0.000270413
433	2058	6961	1.20E-05	0.0434016	6.90E-05
434	68	6961	1.71E-05	0.0364444	0.000118076
435	68	1848	2.00E-05	0.0299745	0.000165386
436	69	1836	1.50E-05	0.0311392	0.000131612
437	69	344	3.35E-05	0.0377917	0.00016531
438	69	619	2.51E-05	0.0278532	8.91E-05
439	70	899	2.74E-05	0.038974	0.000154527
440	70	409	2.46E-05	0.0339008	0.000163446
441	70	3440	7.18E-06	0.0333202	0.000160604
442	70	1192	1.72E-05	0.0357395	0.000170046
443	71	3751	6.34E-06	0.0388855	0.000101878
444	71	3753	1.78E-05	0.0424161	9.09E-05
445	71	99	3.22E-05	0.030358	0.000111404
446	71	825	3.00E-05	0.0361367	0.000112642
447	71	430	2.85E-05	0.0354814	0.000157716
448	72	280	1.98E-05	0.0291003	0.000231877
449	72	2284	1.71E-05	0.0372288	0.000103406
450	72	2595	1.70E-05	0.0265102	0.000160967
451	72	282	1.29E-05	0.03884	0.00027092
452	72	833	3.25E-05	0.0364538	0.000176624
453	72	950	1.77E-05	0.03795	0.000152562
454	73	1872	1.32E-05	0.0385789	0.00019995
455	73	5649	8.88E-06	0.0340949	0.000151252
456	73	347	2.69E-05	0.0320187	0.000157773
457	73	854	1.05E-05	0.0231865	0.00020147
458	73	617	3.07E-05	0.038028	0.000165784
459	74	3079	1.51E-05	0.0391143	0.000158984
460	74	6130	8.60E-06	0.041212	0.000159539
461	74	1160	2.10E-05	0.0368251	9.16E-05
462	74	1373	8.53E-06	0.0432008	0.000304167
463	74	714	2.26E-05	0.0272698	0.000156036
464	74	707	1.77E-05	0.0302207	0.000153116
465	75	2156	9.84E-06	0.0507776	0.000119941
466	75	2113	1.77E-05	0.0455599	0.000165759
467	75	2472	1.99E-05	0.0348632	0.000196471
468	2113	6962	6.86E-06	0.0453868	0.000101956
469	75	6962	1.79E-05	0.0396557	0.00012704
470	75	2814	1.94E-05	0.0431413	0.000137743
471	76	3222	2.09E-05	0.0313927	0.000207063
472	76	5167	8.95E-06	0.0353667	0.000243215
473	76	3507	1.24E-05	0.0356038	0.000274539
474	76	2002	1.76E-05	0.0337882	0.000196909
475	76	2497	1.93E-05	0.0366111	9.98E-05
476	77	2164	9.22E-06	0.0459747	0.000226135
477	77	2970	1.43E-05	0.043353	0.000229315
478	78	113	1.19E-05	0.0329578	0.000265062
479	78	3545	1.96E-05	0.0412488	0.000128203
480	78	2014	2.29E-05	0.0242817	0.000139796
481	78	4726	7.18E-06	0.030072	0.000155811
482	3545	6963	6.48E-06	0.0480292	0.00012775
483	78	6963	1.67E-05	0.0402009	0.000163994
484	4726	6964	1.20E-05	0.0593982	6.92E-05
485	78	6964	2.12E-05	0.0423367	8.67E-05
486	78	172	2.73E-05	0.0126164	0.000173351
487	78	3592	1.18E-05	0.0442159	0.00023651
488	79	1751	9.99E-06	0.0429786	0.000230192
489	79	3284	9.62E-06	0.0404175	0.000132328
490	79	2019	1.89E-05	0.0345725	0.000247727
491	79	2579	2.30E-05	0.0306788	0.000120349
492	80	125	1.99E-05	0.0263391	0.000188344
493	80	3290	1.89E-05	0.0272903	0.000248854
494	80	98	1.89E-05	0.0318583	0.000277767
495	80	3685	1.91E-05	0.0371703	0.000172529
496	80	2245	1.92E-05	0.0406402	0.000160806
497	81	3749	1.42E-05	0.0422704	0.000235056
498	81	2255	1.44E-05	0.0258378	0.000119436
499	81	3684	1.65E-05	0.0277172	0.000158429
500	81	1342	2.82E-05	0.0284673	0.000116594
501	81	6044	1.48E-05	0.0296956	0.000143984
502	82	5471	8.47E-06	0.0412512	0.000146944
503	82	84	2.08E-05	0.0254455	0.000222301
504	82	138	2.44E-05	0.0343403	0.000153502
505	82	828	2.93E-05	0.0359612	0.000176644
506	82	129	3.59E-05	0.0292132	0.000113789
507	82	161	1.37E-05	0.0370107	0.000304371
508	82	4824	1.25E-05	0.0306256	0.000200522
509	83	341	2.67E-05	0.0391805	0.000113048
510	83	544	3.74E-05	0.0224667	0.000195865
511	83	1506	3.01E-05	0.03324	0.000111306
512	84	2288	3.06E-05	0.0275323	0.000203095
513	84	4315	1.63E-05	0.0320748	0.000271941
514	84	5471	1.62E-05	0.0333328	0.000113707
515	2288	6965	1.06E-05	0.0382511	0.000119629
516	84	6965	5.39E-06	0.0305977	0.000121823
517	84	4878	1.24E-05	0.0313334	0.000138488
518	84	183	4.07E-05	0.0194236	8.21E-05
519	84	2617	2.71E-05	0.0305608	0.000170467
520	84	1261	2.76E-05	0.0370648	0.000187015
521	85	381	1.82E-05	0.0212157	0.000215707
522	85	4364	1.73E-05	0.0305354	0.000154473
523	85	837	2.83E-05	0.0396746	0.00014708
524	85	465	2.88E-05	0.0293913	0.000117408
525	85	824	2.14E-05	0.0400988	0.000165253
526	86	1829	9.01E-06	0.0319426	0.000169556
527	86	839	1.76E-05	0.0379658	0.000116568
528	86	235	3.44E-05	0.0301792	8.40E-05
529	86	548	2.37E-05	0.0312534	0.000156303
530	86	432	2.37E-05	0.0312534	0.00017839
531	87	2647	1.63E-05	0.033974	0.000170393
532	87	6704	1.15E-05	0.0397609	0.000210191
533	87	2862	9.17E-06	0.0387356	0.000187173
534	87	343	1.85E-05	0.0377888	0.000190181
535	2862	6966	1.31E-05	0.0366728	7.54E-05
536	87	6966	1.04E-05	0.0431252	0.000124202
537	87	1530	2.27E-05	0.0411165	0.000263531
538	87	6114	1.73E-05	0.0322267	0.000247916
539	87	3795	1.48E-05	0.0366816	0.000147394
540	87	4359	1.45E-05	0.0353966	0.000143505
541	87	546	3.12E-05	0.0406574	0.000108574
542	87	537	1.21E-05	0.0436414	0.000355399
