  1868  2.604900E-003  2.604900E-003  2.604900E-003
     1 1.189571E-003 2.170750E-004 1.606355E-003   1	  194	    0	    0	  214
     2 2.578851E-003 4.515160E-004 9.464470E-004   2	  627	    0	    0	    1	  227	  209
     3 7.206890E-004 1.545574E-003 8.683000E-006   1	  837	    0	    0	  246
     4 2.188116E-003 8.683000E-006 1.033277E-003   1	 1691	    0	    0	  254
     5 2.457289E-003 2.578851E-003 6.512250E-004   2	 1543	    0	    0	    1	  266	  208
     6 2.292312E-003 1.528208E-003 2.292312E-003   1	 1378	    0	    0	  271
     7 2.283629E-003 1.528208E-003 8.683000E-005   1	 1387	    0	    0	  296
     8 7.814700E-005 2.109969E-003 1.458744E-003   1	  297	    0	    0	  303
     9 8.422510E-004 1.415329E-003 2.222848E-003   1	  598	    0	    0	  318
    10 2.092603E-003 2.578851E-003 1.467427E-003   1	 1340	    0	    0	  327
    11 5.209800E-005 1.823430E-003 7.467380E-004   2	   -1	 1657	    1	    0	  207	  328
    12 2.952220E-004 1.554257E-003 3.994180E-004   1	 1589	    0	    0	  329
    13 1.397963E-003 1.337182E-003 4.341500E-005   1	  497	    0	    0	  334
    14 9.551300E-005 8.683000E-006 5.470290E-004   1	 1192	    0	    0	  342
    15 1.076692E-003 2.578851E-003 7.814700E-005   1	  633	    0	    0	  345
    16 2.578851E-003 2.578851E-003 1.476110E-003   2	    0	  337	    0	    1	  206	  347
    17 1.806064E-003 2.587534E-003 7.641040E-004   1	  816	    0	    0	  352
    18 2.431240E-003 1.528208E-003 1.519525E-003   1	 1552	    0	    0	  361
    19 6.946400E-005 2.292312E-003 1.128790E-003   1	 1386	    0	    0	  365
    20 6.946400E-005 8.683000E-005 1.988407E-003   1	 1561	    0	    0	  368
    21 2.518070E-004 9.985450E-004 3.386370E-004   1	  586	    0	    0	  394
    22 6.512250E-004 7.901530E-004 1.684502E-003   1	 1370	    0	    0	  397
    23 1.884211E-003 1.797381E-003 1.597672E-003   2	 1358	  579	    0	    0	  400	  325
    24 2.144701E-003 5.122970E-004 2.578851E-003   1	 1627	    0	    0	  401
    25 2.448606E-003 5.643950E-004 5.209800E-005   1	  799	    0	    0	  403
    26 8.856660E-004 2.231531E-003 2.483338E-003   1	 1468	    0	    0	  409
    27 2.292312E-003 6.338590E-004 2.170750E-003   1	 1736	    0	    0	  410
    28 2.578851E-003 7.206890E-004 8.683000E-005   2	    0	 1539	    0	    1	  205	  412
    29 2.535436E-003 1.988407E-003 1.554257E-003   2	  958	    0	    0	    1	  415	  204
    30 2.266263E-003 2.240214E-003 5.209800E-004   1	 1311	    0	    0	  417
    31 1.015911E-003 1.146156E-003 1.814747E-003   1	 1724	    0	    0	  418
    32 2.587534E-003 1.971041E-003 1.823430E-004   2	  912	    0	    0	    1	  422	  203
    33 6.859570E-004 1.180888E-003 9.811790E-004   1	 1445	    0	    0	  427
    34 1.823430E-003 3.820520E-004 1.710551E-003   1	 1742	    0	    0	  430
    35 1.215620E-003 2.092603E-003 2.283629E-003   1	 1276	    0	    0	  433
    36 2.587534E-003 7.380550E-004 2.162067E-003   2	    0	 1223	    0	    1	  202	  446
    37 7.641040E-004 1.146156E-003 1.632404E-003   1	 1328	    0	    0	  459
    38 1.667136E-003 2.691730E-004 1.302450E-003   1	 1688	    0	    0	  463
    39 1.736600E-005 1.797381E-003 8.683000E-004   2	  387	   -1	    1	    0	  468	  201
    40 2.257580E-004 8.683000E-006 1.493476E-003   1	 1531	    0	    0	  474
    41 1.068009E-003 2.561485E-003 1.606355E-003   2	 1404	  457	    0	    0	  395	  478
    42 8.683000E-006 5.730780E-004 5.209800E-005   2	  759	   -1	    1	    0	  485	  200
    43 2.335727E-003 2.587534E-003 1.146156E-003   1	  426	    0	    0	  486
    44 1.797381E-003 1.962358E-003 3.473200E-005   1	 1718	    0	    0	  489
    45 1.727917E-003 1.363231E-003 7.467380E-004   1	 1360	    0	    0	  491
    46 1.137473E-003 1.068009E-003 8.422510E-004   1	 1129	    0	    0	  492
    47 1.085375E-003 7.988360E-004 1.580306E-003   1	  844	    0	    0	  493
    48 1.927626E-003 2.049188E-003 1.041960E-003   1	 1720	    0	    0	  494
    49 1.814747E-003 8.683000E-006 1.901577E-003   2	 1363	 1556	    0	    0	  230	  495
    50 4.081010E-004 1.146156E-003 7.120060E-004   1	  555	    0	    0	  497
    51 1.328499E-003 9.030320E-004 2.066554E-003   1	 1208	    0	    0	  498
    52 1.823430E-004 4.601990E-004 1.354548E-003   1	 1111	    0	    0	  499
    53 5.817610E-004 2.031822E-003 7.120060E-004   1	   54	    0	    0	  500
    54 4.775650E-004 2.031822E-003 7.293720E-004   2	   53	 1658	    0	    0	  500	  416
    55 1.007228E-003 1.753966E-003 1.944992E-003   1	 1190	    0	    0	  502
    56 1.354548E-003 2.327044E-003 9.811790E-004   1	   57	    0	    0	  503
    57 1.276401E-003 2.361776E-003 9.724960E-004   1	   56	    0	    0	  503
    58 1.536891E-003 2.405191E-003 2.283629E-003   1	 1094	    0	    0	  504
    59 3.473200E-004 1.232986E-003 1.649770E-004   1	  378	    0	    0	  506
    60 4.862480E-004 2.387825E-003 5.991270E-004   1	 1024	    0	    0	  511
    61 1.771332E-003 9.030320E-004 2.300995E-003   1	  207	    0	    0	  514
    62 1.154839E-003 7.554210E-004 1.684502E-003   1	 1246	    0	    0	  516
    63 2.283629E-003 3.733690E-004 1.910260E-004   2	 1534	 1538	    0	    0	  518	  226
    64 7.293720E-004 5.904440E-004 4.167840E-004   2	 1233	  966	    0	    0	  520	  240
    65 6.772740E-004 1.041960E-004 2.457289E-003   1	  374	    0	    0	  521
    66 2.023139E-003 2.327044E-003 1.007228E-003   2	 1131	  518	    0	    0	  453	  522
    67 2.492021E-003 1.302450E-004 1.727917E-003   1	 1733	    0	    0	  527
    68 8.162020E-004 5.730780E-004 4.775650E-004   1	  528	    0	    0	  530
    69 2.587534E-003 2.431240E-003 1.120107E-003   2	  490	    0	    0	    1	  531	  199
    70 3.646860E-004 1.172205E-003 1.241669E-003   1	  939	    0	    0	  539
    71 1.111424E-003 2.439923E-003 5.817610E-004   1	  790	    0	    0	  545
    72 2.092603E-003 1.649770E-003 1.441378E-003   1	  811	    0	    0	  547
    73 1.719234E-003 2.005773E-003 1.102741E-003   2	 1721	   85	    0	    0	  216	  548
    74 1.328499E-003 2.405191E-003 1.918943E-003   1	 1205	    0	    0	  550
    75 1.649770E-003 2.353093E-003 1.458744E-003   2	  417	  791	    0	    0	  532	  553
    76 6.685910E-004 1.641087E-003 8.075190E-004   1	  687	    0	    0	  554
