    1       -1     1422    1.42478e-004    1.42478e-004    3.31662e-005    9.00000e-015    0.00000e+000
    2       -1     1421    3.91485e-004    3.91485e-004    2.23607e-005    5.00000e-015    0.00000e+000
    3     1414        0    3.20750e-004    3.20750e-004    1.41421e-005    4.00000e-015    0.00000e+000
    4     1387        0    4.71373e-004    4.71373e-004    2.00000e-005    1.00000e-015    0.00000e+000
    5     1380        0    1.00000e-005    1.00000e-005    8.18535e-005    9.00000e-015    0.00000e+000
    6     1379        0    1.20416e-004    1.20416e-004    3.00000e-005    1.00000e-015    0.00000e+000
    7       -1     1376    3.88203e-004    3.88203e-004    4.12311e-005    5.00000e-015    0.00000e+000
    8       -1     1372    1.66433e-004    1.66433e-004    7.61577e-005    2.90000e-014    0.00000e+000
    9     1362        0    1.00000e-005    1.00000e-005    8.00000e-005    4.50000e-014    0.00000e+000
   10     1361        0    2.38272e-004    2.38272e-004    1.00000e-005    1.00000e-015    0.00000e+000
   11       -1     1360    1.91694e-004    1.91694e-004    3.00000e-005    1.00000e-015    0.00000e+000
   12       -1     1359    1.00000e-005    1.00000e-005    8.00000e-005    1.00000e-015    0.00000e+000
   13     1326        0    2.85710e-004    2.85710e-004    1.73205e-005    9.00000e-015    0.00000e+000
   14     1318        0    1.91541e-004    1.91541e-004    2.23607e-005    5.00000e-015    0.00000e+000
   15     1317        0    2.53160e-004    2.53160e-004    1.41421e-005    3.00000e-015    0.00000e+000
   16       -1     1305    2.48517e-004    2.48517e-004    3.00000e-005    1.00000e-015    0.00000e+000
   17       -1     1302    3.33804e-004    3.33804e-004    4.00000e-005    1.00000e-015    0.00000e+000
   18       -1     1301    2.17012e-004    2.17012e-004    1.41421e-005    3.00000e-015    0.00000e+000
   19     1294        0    9.53939e-005    9.53939e-005    2.82843e-005    1.20000e-014    0.00000e+000
   20       -1     1266    2.88977e-004    2.88977e-004    3.60555e-005    1.30000e-014    0.00000e+000
   21       -1     1265    1.12250e-004    1.12250e-004    4.00000e-005    2.10000e-014    0.00000e+000
   22     1256        0    9.84886e-005    9.84886e-005    3.00000e-005    1.00000e-015    0.00000e+000
   23     1254        0    2.86061e-004    2.86061e-004    1.41421e-005    4.00000e-015    0.00000e+000
   24     1247        0    4.23889e-004    4.23889e-004    2.00000e-005    9.00000e-015    0.00000e+000
   25     1232        0    1.11803e-004    1.11803e-004    3.60555e-005    1.30000e-014    0.00000e+000
   26       -1     1212    1.00000e-005    1.00000e-005    7.48332e-005    2.10000e-014    0.00000e+000
   27       -1     1211    1.00000e-005    1.00000e-005    1.02470e-004    2.10000e-014    0.00000e+000
   28       -1     1201    2.68317e-004    2.68317e-004    2.00000e-005    1.00000e-015    0.00000e+000
   29       -1     1197    3.19296e-004    3.19296e-004    2.23607e-005    5.00000e-015    0.00000e+000
   30     1187        0    9.05539e-005    9.05539e-005    2.82843e-005    1.30000e-014    0.00000e+000
   31     1186        0    1.18743e-004    1.18743e-004    3.60555e-005    1.30000e-014    0.00000e+000
   32     1177        0    1.00000e-005    1.00000e-005    6.63325e-005    2.50000e-014    0.00000e+000
   33       -1     1162    9.05539e-005    9.05539e-005    2.23607e-005    4.00000e-015    0.00000e+000
   34       -1     1161    9.48683e-005    9.48683e-005    2.00000e-005    9.00000e-015    0.00000e+000
   35       -1     1159    1.00000e-005    1.00000e-005    7.81025e-005    3.70000e-014    0.00000e+000
   36     1158        0    1.25698e-004    1.25698e-004    3.60555e-005    1.30000e-014    0.00000e+000
   37       -1     1152    1.40454e-004    1.40454e-004    1.41421e-005    4.00000e-015    0.00000e+000
   38       -1     1132    1.00000e-005    1.00000e-005    7.81025e-005    3.70000e-014    0.00000e+000
   39     1117        0    1.96477e-004    1.96477e-004    3.00000e-005    1.00000e-015    0.00000e+000
   40       -1     1107    8.18535e-005    8.18535e-005    2.00000e-005    9.00000e-015    0.00000e+000
   41       -1     1106    1.31909e-004    1.31909e-004    5.00000e-005    2.90000e-014    0.00000e+000
   42     1105        0    8.24621e-005    8.24621e-005    2.00000e-005    9.00000e-015    0.00000e+000
   43     1104        0    1.00000e-005    1.00000e-005    6.48074e-005    2.10000e-014    0.00000e+000
   44     1071        0    1.00000e-005    1.00000e-005    7.00000e-005    4.40000e-014    0.00000e+000
   45       -1     1066    3.78995e-004    3.78995e-004    3.46410e-005    9.00000e-015    0.00000e+000
   46       -1     1054    6.08276e-005    6.08276e-005    1.41421e-005    4.00000e-015    0.00000e+000
   47     1053        0    1.00000e-005    1.00000e-005    6.16441e-005    9.00000e-015    0.00000e+000
   48       -1     1044    1.12250e-004    1.12250e-004    2.82843e-005    1.30000e-014    0.00000e+000
   49     1036        0    2.49276e-004    2.49276e-004    1.41421e-005    5.00000e-015    0.00000e+000
   50       -1     1033    1.00000e-005    1.00000e-005    6.16441e-005    9.00000e-015    0.00000e+000
