9001
    1     3553        0    2.54684e-005    2.97642e-002    1.02470e-004
    2     3545        0    2.53376e-005    2.58320e-002    1.00499e-004
    3     3544        0    2.37409e-006    3.20756e-002    8.54400e-005
    4     3539        0    1.22522e-005    4.72833e-002    3.92240e-004
    5     3424        0    4.73174e-006    2.79337e-002    7.48332e-005
    6     3409        0    2.87461e-005    2.31800e-002    1.55456e-004
    7     3408        0    9.16282e-006    3.20908e-002    8.12404e-005
    8       -1     3393    1.40126e-005    2.56582e-002    1.94795e-004
    9     3379        0    1.74240e-005    2.71943e-002    7.54983e-005
   10     3378        0    8.84832e-006    3.13340e-002    2.84255e-004
   11       -1     3373    5.21053e-005    3.12916e-002    1.00000e-005
   12       -1     3372    5.52719e-005    3.11838e-002    1.00000e-005
   13     3371        0    5.66658e-005    4.32724e-002    1.00000e-005
   14       -1     3369    1.11778e-005    2.32852e-002    3.16891e-004
   15     3367        0    3.22637e-005    2.49834e-002    1.49471e-004
   16     3366        0    5.99923e-005    3.19644e-002    1.00000e-005
   17       -1     3350    1.33140e-005    3.93872e-002    2.48366e-004
   18     3334        0    2.76952e-005    3.19600e-002    1.37082e-004
   19     3333        0    2.61285e-005    3.52015e-002    2.46443e-004
   20       -1     3329    4.95254e-006    3.45695e-002    1.98269e-004
   21       -1     3328    3.12692e-005    3.80196e-002    9.48683e-005
   22       -1     3324    1.21439e-005    3.24950e-002    7.68115e-005
   23     3318        0    3.11579e-005    2.78655e-002    9.43398e-005
   24     3311        0    4.19619e-006    2.97330e-002    1.67679e-004
   25       -1     3285    1.36589e-005    2.65781e-002    2.85878e-004
   26     3268        0    1.78953e-005    3.74257e-002    7.34847e-005
   27     3264        0    8.89466e-006    2.84480e-002    1.44333e-004
   28     3232        0    2.51381e-005    2.63165e-002    1.87861e-004
   29       -1     3182    2.51906e-005    1.81071e-002    1.50634e-004
   30       -1     3181    2.96053e-005    3.25397e-002    2.18268e-004
   31     3175        0    5.81342e-005    3.63925e-002    1.00000e-005
   32       -1     3170    1.40432e-005    3.92148e-002    7.68115e-005
   33     3165        0    1.39933e-005    2.68532e-002    1.57808e-004
   34       -1     3155    1.54702e-005    3.73637e-002    7.61577e-005
   35       -1     3154    1.70047e-005    3.47042e-002    1.04881e-004
   36       -1     3135    5.22170e-005    3.33126e-002    1.00000e-005
   37       -1     3125    1.30154e-005    3.57596e-002    7.28011e-005
   38       -1     3124    3.95258e-005    2.88554e-002    1.17047e-004
   39       -1     3088    2.02965e-005    3.14719e-002    1.58371e-004
   40       -1     3075    1.65959e-005    3.20827e-002    1.29605e-004
   41       -1     3074    1.55630e-006    2.95835e-002    1.62939e-004
   42     3073        0    3.57233e-005    2.73838e-002    9.38083e-005
   43     3054        0    5.38893e-005    3.02826e-002    1.00000e-005
   44     3052        0    5.01192e-005    3.63692e-002    1.00000e-005
   45       -1     3027    5.42309e-006    3.52652e-002    6.70820e-005
   46       -1     3026    4.81161e-005    2.91424e-002    1.28841e-004
   47     3018        0    1.50496e-005    2.42371e-002    9.05539e-005
   48     3014        0    2.14668e-005    3.08156e-002    1.53474e-004
   49     3013        0    1.45590e-005    1.95940e-002    6.78233e-005
   50     3008        0    1.41245e-005    3.72396e-002    5.47723e-005
   51     3001        0    2.10630e-005    2.16267e-002    7.61577e-005
   52     2993        0    1.47487e-005    3.80998e-002    9.27362e-005
   53     2992        0    9.89865e-006    3.43474e-002    4.48060e-004
   54       -1     2984    5.05129e-006    2.78008e-002    2.78636e-004
   55     2981        0    5.77590e-006    3.73804e-002    2.72438e-004
   56     2980        0    1.98910e-005    2.69697e-002    7.00000e-005
   57       -1     2956    1.71455e-005    3.52774e-002    2.18685e-004
   58     2952        0    4.69130e-005    3.04509e-002    1.00000e-005
   59     2951        0    1.76132e-005    3.43166e-002    2.77379e-004
   60     2942        0    1.33988e-005    3.01899e-002    2.42044e-004
   61       -1     2940    1.71934e-005    3.59411e-002    1.03852e-004
   62     2935        0    1.31346e-005    2.73602e-002    1.10250e-004
   63       -1     2912    2.21064e-005    2.74501e-002    7.68115e-005
   64     2903        0    4.12229e-005    2.57397e-002    1.00000e-005
   65     2902        0    3.81116e-006    3.40353e-002    1.76329e-004
   66       -1     2864    1.26699e-005    3.92479e-002    1.49269e-004
   67       -1     2863    1.16907e-005    3.27644e-002    7.14143e-005
   68     2842        0    2.13588e-005    1.84902e-002    1.56467e-004
   69       -1     2819    2.17718e-005    3.02921e-002    1.43469e-004
   70       -1     2818    1.87942e-005    3.34913e-002    1.53767e-004
   71     2815        0    4.30630e-005    2.29007e-002    1.00000e-005
   72     2814        0    4.11218e-005    3.43202e-002    1.00000e-005
   73       -1     2810    4.00929e-005    3.46383e-002    1.00000e-005
   74       -1     2799    4.53758e-005    3.84289e-002    1.00000e-005
   75       -1     2798    9.38958e-006    3.16159e-002    5.91608e-005
   76     2790        0    1.77181e-005    2.96328e-002    6.70820e-005
   77     2773        0    2.54554e-005    3.62152e-002    8.06226e-005
   78       -1     2754    7.66121e-006    3.62516e-002    1.67153e-004
   79     2746        0    5.01705e-005    2.37316e-002    1.00000e-005
   80       -1     2740    1.16837e-006    3.82182e-002    2.50053e-004
   81     2739        0    5.36494e-006    2.94083e-002    6.78233e-005
   82     2715        0    4.44502e-005    3.05464e-002    1.00000e-005
   83     2714        0    8.42035e-006    3.90615e-002    5.91608e-005
   84     2711        0    7.00559e-006    3.27100e-002    1.74142e-004
   85       -1     2703    6.65440e-006    3.71146e-002    1.86051e-004
   86       -1     2702    1.13691e-005    2.78420e-002    1.54156e-004
   87     2686        0    4.81319e-005    2.56404e-002    1.00000e-005
   88       -1     2675    4.54921e-005    2.47489e-002    1.00000e-005
   89       -1     2647    3.18984e-005    2.78883e-002    8.12404e-005
   90     2632        0    1.72711e-005    2.64566e-002    1.34648e-004
   91       -1     2608    1.19450e-005    3.24266e-002    1.78747e-004
   92       -1     2607    6.11816e-006    3.57191e-002    1.83759e-004
   93     2606        0    1.61252e-005    3.35456e-002    1.21701e-004
   94       -1     2590    9.68139e-006    2.78393e-002    1.23950e-004
   95     2580        0    1.17942e-005    3.46958e-002    6.40312e-005
   96     2576        0    1.34218e-005    2.73101e-002    5.09902e-005
   97       -1     2561    1.73858e-006    1.87736e-002    1.07781e-004
   98     2557        0    4.61063e-005    1.97916e-002    1.00000e-005
   99     2553        0    3.98100e-005    3.38997e-002    1.00000e-005
  100       -1     2536    9.59978e-006    3.50895e-002    1.19988e-004
  101     2527        0    4.37589e-005    3.00452e-002    1.00000e-005
  102       -1     2519    6.46911e-006    3.41035e-002    1.62897e-004
  103     2515        0    1.36175e-005    3.17936e-002    2.08460e-004
  104     2451        0    1.35142e-005    3.51829e-002    6.70820e-005
  105     2446        0    1.65851e-005    6.25000e-002    1.58114e-004
  106       -1     2443    2.66448e-006    3.34983e-002    5.74456e-005
  107     2437        0    7.07233e-006    2.57048e-002    3.51626e-004
  108       -1     2421    1.09893e-005    2.51327e-002    6.32456e-005
  109       -1     2415    7.64246e-006    3.37387e-002    1.07234e-004
  110       -1     2408    6.19677e-006    2.17090e-002    2.53582e-004
  111       -1     2391    9.47154e-006    2.03160e-002    2.08840e-004
  112       -1     2380    1.06500e-005    3.21796e-002    2.06636e-004
  113       -1     2379    8.44072e-006    3.53796e-002    1.14550e-004
  114     2364        0    1.07312e-005    3.98214e-002    1.57448e-004
  115       -1     2362    7.64787e-006    2.12561e-002    8.06226e-005
  116     2348        0    8.18932e-006    3.48371e-002    1.35843e-004
  117     2346        0    1.44188e-005    3.19100e-002    2.41278e-004
  118       -1     2345    2.65645e-006    2.30431e-002    1.44984e-004
  119     2341        0    1.23954e-005    3.76702e-002    5.47723e-005
  120       -1     2338    6.31469e-006    2.96105e-002    2.83516e-004
  121       -1     2337    2.77825e-005    2.93792e-002    8.30662e-005
  122       -1     2316    6.53448e-006    3.76534e-002    1.54499e-004
  123     2298        0    6.34652e-005    3.22348e-002    1.00000e-005
  124       -1     2283    5.97417e-006    2.75278e-002    5.74456e-005
  125     2274        0    2.29864e-005    2.53659e-002    8.54400e-005
  126       -1     2270    1.55461e-005    2.55570e-002    6.70820e-005
  127       -1     2268    3.69154e-005    3.62160e-002    1.00000e-005
  128     2267        0    1.94374e-006    3.62712e-002    1.06039e-004
  129     2261        0    2.96582e-005    3.39477e-002    6.40312e-005
  130     2257        0    2.92263e-005    2.87836e-002    8.54400e-005
  131     2255        0    2.53490e-005    3.17736e-002    1.21675e-004
  132       -1     2248    1.48945e-005    4.11506e-002    5.09902e-005
  133       -1     2229    1.96448e-005    3.29016e-002    5.47723e-005
  134       -1     2228    4.08123e-005    2.86429e-002    1.00000e-005
  135       -1     2212    1.48757e-005    3.09624e-002    5.83095e-005
  136       -1     2211    4.16592e-005    2.45251e-002    1.00000e-005
  137       -1     2210    4.54245e-005    1.89382e-002    1.00000e-005
  138     2208        0    4.11691e-005    2.65803e-002    1.00000e-005
  139     2205        0    3.36463e-005    3.45328e-002    1.00000e-005
  140     2204        0    6.29784e-006    3.53800e-002    1.93985e-004
  141       -1     2177    2.74613e-005    3.68741e-002    7.61577e-005
  142     2157        0    3.84668e-005    3.83283e-002    1.00000e-005
  143     2151        0    1.28896e-005    3.35251e-002    6.78233e-005
  144     2141        0    1.13476e-006    3.01819e-002    1.29612e-004
  145       -1     2131    4.11532e-005    3.08718e-002    1.00000e-005
  146     2122        0    4.36855e-005    2.57268e-002    1.00000e-005
  147       -1     2118    1.12981e-005    3.16709e-002    1.69576e-004
  148       -1     2116    5.52101e-006    3.65272e-002    1.21269e-004
  149       -1     2115    5.03878e-005    3.32543e-002    1.00000e-005
  150       -1     2113    1.33815e-005    3.64483e-002    1.64898e-004
  151       -1     2111    5.33902e-005    2.59356e-002    1.00000e-005
  152       -1     2107    3.84908e-005    3.59469e-002    1.00000e-005
  153       -1     2094    1.06893e-005    2.81115e-002    5.00000e-005
  154     2091        0    1.10024e-005    2.64278e-002    1.75072e-004
  155     2046        0    3.00223e-005    3.57277e-002    1.00000e-005
  156     2026        0    1.25132e-006    2.71258e-002    1.31709e-004
  157     2019        0    2.18671e-005    3.47636e-002    1.05763e-004
  158     2015        0    3.56932e-005    3.37351e-002    1.00000e-005
  159     2014        0    4.85225e-005    2.70137e-002    1.00000e-005
  160       -1     1995    3.14475e-005    2.92384e-002    1.00000e-005
  161       -1     1994    8.35059e-006    2.35513e-002    2.13232e-004
  162       -1     1980    1.30285e-005    3.66385e-002    1.29350e-004
  163       -1     1960    1.11872e-006    2.37244e-002    7.74166e-005
  164       -1     1948    3.16528e-005    2.66336e-002    1.00000e-005
  165       -1     1939    3.69514e-005    3.44843e-002    1.00000e-005
  166     1938        0    3.67492e-005    2.55374e-002    1.00000e-005
  167     1937        0    3.91524e-005    3.61055e-002    1.00000e-005
  168       -1     1932    3.24120e-005    3.03470e-002    1.00000e-005
  169       -1     1931    3.93419e-005    1.90858e-002    1.00000e-005
  170       -1     1916    3.95279e-005    4.00247e-002    1.00000e-005
  171     1897        0    1.75270e-005    4.17261e-002    7.34847e-005
