 11479
     1     -1   3389 1.526535E-006 3.248671E-002 3.477556E-005
     2     -1   3386 1.037457E-006 3.599667E-002 1.790358E-005
     3   3384      0 3.600542E-006 6.250000E-002 8.608862E-006
     4   3379      0 1.627239E-006 3.016042E-002 3.850000E-006
     5     -1   3378 2.393446E-006 3.901199E-002 2.685256E-005
     6     -1   3371 3.804243E-005 3.071012E-002 3.850000E-006
     7   3370      0 3.029109E-005 2.477324E-002 3.850000E-006
     8   3369      0 1.813202E-005 3.887089E-002 4.321614E-005
     9     -1   3352 2.999032E-005 4.223580E-002 3.850000E-006
    10     -1   3337 3.460176E-005 2.675941E-002 3.850000E-006
    11     -1   3333 6.570802E-006 3.319115E-002 6.133674E-005
    12     -1   3332 7.491399E-006 2.970767E-002 3.982471E-005
    13     -1   3312 2.545228E-005 3.707818E-002 3.850000E-006
    14   3305      0 2.714455E-005 2.727092E-002 3.850000E-006
    15   3302      0 1.120958E-005 2.014828E-002 7.832323E-005
    16   3301      0 1.534866E-005 3.047602E-002 5.362429E-005
    17   3297      0 1.171633E-005 3.960422E-002 1.017338E-004
    18   3289      0 1.209510E-005 3.563305E-002 4.389675E-005
    19   3284      0 4.641522E-006 3.282340E-002 5.449446E-005
    20   3283      0 7.110489E-006 3.532612E-002 4.019518E-005
    21     -1   3278 2.911955E-006 1.828110E-002 6.589324E-005
    22     -1   3274 2.565305E-005 3.257613E-002 3.850000E-006
    23     -1   3269 3.447659E-005 1.911790E-002 3.850000E-006
    24     -1   3268 4.590951E-006 2.397756E-002 3.811306E-005
    25     -1   3258 2.461950E-005 2.797765E-002 3.850000E-006
    26     -1   3242 2.661426E-005 3.312401E-002 3.850000E-006
    27     -1   3239 1.699270E-005 2.412321E-002 4.372759E-005
    28   3232      0 2.347276E-005 2.872544E-002 3.850000E-006
    29     -1   3230 2.381553E-005 2.672507E-002 3.850000E-006
    30     -1   3229 9.863299E-006 3.161407E-002 7.554219E-005
    31   3222      0 6.139591E-006 2.783220E-002 7.370479E-005
    32   3207      0 6.532300E-006 3.869600E-002 9.913384E-005
    33   3206      0 3.926538E-006 1.927539E-002 3.311895E-005
    34     -1   3193 2.994510E-005 2.901007E-002 3.850000E-006
    35     -1   3185 2.457757E-005 3.274595E-002 3.850000E-006
    36     -1   3184 5.066791E-006 3.007727E-002 2.829161E-005
    37   3109      0 6.111285E-006 2.723998E-002 3.198050E-005
    38     -1   3103 3.386902E-005 3.426574E-002 3.850000E-006
    39     -1   3093 2.473204E-005 3.151255E-002 3.850000E-006
    40     -1   3091 2.475010E-005 3.091220E-002 3.850000E-006
    41   3073      0 9.927497E-006 2.966218E-002 3.570343E-005
    42     -1   3071 1.451101E-005 2.292764E-002 9.911841E-005
    43     -1   3062 1.084084E-005 2.055188E-002 3.311895E-005
    44   3054      0 2.123072E-005 3.207017E-002 3.850000E-006
    45   3053      0 2.228779E-005 3.658942E-002 3.850000E-006
    46   3041      0 1.779632E-005 2.705244E-002 3.888309E-005
    47   3040      0 1.263460E-005 2.698449E-002 1.192824E-004
    48     -1   3039 3.145554E-006 3.804994E-002 2.881076E-005
    49     -1   3038 1.233831E-005 3.321789E-002 1.095345E-004
    50   3033      0 3.985344E-006 3.835196E-002 7.976068E-005
    51     -1   3032 7.511976E-006 3.646207E-002 3.507517E-005
    52   3019      0 9.812926E-006 2.315209E-002 9.250739E-005
    53   3016      0 5.032079E-006 3.956941E-002 3.006946E-005
    54   3015      0 6.931118E-006 3.492371E-002 1.161913E-004
