    1    9.10000e-014    1.69678e-005    5.00791e-002    0.00000e+000
    2    1.87000e-013    1.28053e-005    2.25160e-002    0.00000e+000
    3    5.00000e-014    1.24718e-005    4.74757e-002    0.00000e+000
    4    6.00000e-014    9.74431e-006    2.95951e-002    0.00000e+000
    5    8.10000e-014    1.41047e-005    2.42248e-002    0.00000e+000
    6    3.15000e-013    1.40733e-005    1.69531e-002    0.00000e+000
    7    2.61000e-013    1.24841e-005    3.50960e-002    0.00000e+000
    8    1.01000e-013    5.60037e-006    2.74745e-002    0.00000e+000
    9    2.40000e-014    1.35124e-005    4.12304e-002    0.00000e+000
   10    5.90000e-014    5.49849e-006    2.43783e-002    0.00000e+000
   11    8.80000e-014    5.39212e-006    3.49830e-002    0.00000e+000
   12    1.46000e-013    5.26262e-006    3.11413e-002    0.00000e+000
   13    2.10000e-013    1.05075e-005    2.44417e-002    0.00000e+000
   14    5.70000e-014    1.30400e-005    3.17771e-002    0.00000e+000
   15    3.46000e-013    1.96909e-005    2.86386e-002    0.00000e+000
   16    3.70000e-014    1.33677e-005    3.76997e-002    0.00000e+000
   17    3.10000e-014    8.86916e-006    2.51487e-002    0.00000e+000
   18    2.70000e-014    6.74745e-006    3.29404e-002    0.00000e+000
   19    1.30000e-014    9.50086e-006    2.81458e-002    0.00000e+000
   20    3.30000e-014    2.76314e-006    2.61558e-002    0.00000e+000
   21    3.70000e-014    1.13065e-005    3.31901e-002    0.00000e+000
   22    1.10000e-013    7.53958e-006    2.07158e-002    0.00000e+000
   23    8.00000e-014    1.39296e-005    4.25254e-002    0.00000e+000
   24    8.60000e-014    7.44533e-006    2.14938e-002    0.00000e+000
   25    3.70000e-014    1.25829e-006    2.37382e-002    0.00000e+000
   26    4.40000e-014    6.42539e-006    2.58190e-002    0.00000e+000
   27    5.20000e-014    4.53869e-006    3.94393e-002    0.00000e+000
   28    3.20000e-014    1.24027e-005    3.69587e-002    0.00000e+000
   29    7.30000e-014    5.61280e-006    2.46074e-002    0.00000e+000
   30    2.50000e-014    1.36378e-006    4.36821e-002    0.00000e+000
   31    3.20000e-014    5.14514e-006    3.78725e-002    0.00000e+000
   32    1.40000e-014    6.48274e-006    2.95888e-002    0.00000e+000
   33    1.90000e-014    1.62689e-006    3.47126e-002    0.00000e+000
   34    2.80000e-014    2.71581e-006    3.38695e-002    0.00000e+000
   35    1.40000e-014    6.54772e-006    2.04535e-002    0.00000e+000
   36    2.70000e-014    7.89053e-006    2.53125e-002    0.00000e+000
   37    2.70000e-014    2.25056e-006    3.42255e-002    0.00000e+000
   38    3.90000e-014    1.28591e-005    3.74722e-002    0.00000e+000
   39    1.80000e-014    7.98358e-006    3.38413e-002    0.00000e+000
   40    4.20000e-014    1.35610e-005    4.11685e-002    0.00000e+000
