    1    1.17876e-013    7.75793e-006    2.80643e-002    0.00000e+000
    2    1.47692e-013    1.12733e-005    3.61398e-002    0.00000e+000
    3    3.74430e-014    9.10660e-007    2.67581e-002    0.00000e+000
    4    5.06174e-014    1.72218e-006    3.40404e-002    0.00000e+000
    5    3.95232e-014    1.18903e-005    2.88004e-002    0.00000e+000
    6    1.13022e-013    1.59558e-005    2.36897e-002    0.00000e+000
    7    5.26976e-014    6.28173e-006    2.75753e-002    0.00000e+000
    8    4.29901e-014    1.05544e-005    2.42329e-002    0.00000e+000
    9    1.59480e-014    4.78720e-006    3.98289e-002    0.00000e+000
   10    1.59480e-014    3.85782e-006    2.94299e-002    0.00000e+000
   11    2.77356e-014    9.46159e-007    3.89677e-002    0.00000e+000
   12    3.32827e-014    6.99739e-006    3.69370e-002    0.00000e+000
   13    3.60562e-014    8.02617e-006    2.70095e-002    0.00000e+000
   14    7.28059e-014    1.17408e-005    2.55726e-002    0.00000e+000
   15    6.44852e-014    9.27149e-006    2.33315e-002    0.00000e+000
   16    7.41926e-014    5.97750e-006    2.33295e-002    0.00000e+000
   17    2.98157e-014    9.95698e-006    3.14935e-002    0.00000e+000
   18    5.54711e-014    2.76906e-006    2.47841e-002    0.00000e+000
   19    3.25893e-014    4.40061e-006    3.25761e-002    0.00000e+000
   20    1.21343e-013    1.23287e-005    3.04333e-002    0.00000e+000
   21    3.60562e-014    1.17868e-006    2.36152e-002    0.00000e+000
   22    2.91223e-014    5.05131e-006    2.53442e-002    0.00000e+000
   23    2.70422e-014    1.14886e-006    2.83978e-002    0.00000e+000
   24    4.02166e-014    1.97919e-006    3.04223e-002    0.00000e+000
   25    2.63488e-014    6.62501e-006    3.51466e-002    0.00000e+000
   26    3.88298e-014    1.06034e-005    3.16798e-002    0.00000e+000
   27    4.57637e-014    3.37503e-006    2.03008e-002    0.00000e+000
   28    1.04008e-014    3.18759e-006    3.18944e-002    0.00000e+000
   29    2.42686e-014    4.38322e-006    4.09038e-002    0.00000e+000
   30    1.80281e-014    8.00238e-006    3.42382e-002    0.00000e+000
   31    5.61645e-014    6.80570e-006    2.90733e-002    0.00000e+000
   32    3.60562e-014    6.65624e-006    2.22128e-002    0.00000e+000
   33    2.28818e-014    9.92184e-006    3.42293e-002    0.00000e+000
   34    1.17876e-014    5.94874e-006    2.85606e-002    0.00000e+000
   35    1.24810e-014    4.97428e-006    3.52727e-002    0.00000e+000
   36    3.60562e-014    6.91433e-006    3.09391e-002    0.00000e+000
   37    3.25893e-014    7.55190e-006    2.44331e-002    0.00000e+000
   38    2.21884e-014    2.08605e-006    2.95637e-002    0.00000e+000
   39    4.43769e-014    3.22842e-006    2.50936e-002    0.00000e+000
   40    4.29901e-014    3.38746e-006    3.02541e-002    0.00000e+000
   41    4.50703e-014    8.94773e-006    3.43383e-002    0.00000e+000
   42    2.08017e-014    5.78686e-006    2.55592e-002    0.00000e+000
   43    3.53628e-014    9.26368e-006    2.47962e-002    0.00000e+000
   44    3.12025e-014    8.72870e-006    2.30845e-002    0.00000e+000
   45    1.94149e-014    7.20365e-006    2.86155e-002    0.00000e+000
   46    3.39761e-014    3.14713e-006    4.53456e-002    0.00000e+000
   47    1.10942e-014    5.27532e-006    3.34725e-002    0.00000e+000
   48    3.25893e-014    9.79174e-007    3.08688e-002    0.00000e+000
   49    1.66413e-014    9.73831e-006    2.62039e-002    0.00000e+000
   50    2.08017e-014    7.53983e-006    3.71761e-002    0.00000e+000
   51    3.74430e-014    7.00592e-006    3.21410e-002    0.00000e+000
   52    1.80281e-014    1.51309e-006    3.51624e-002    0.00000e+000
   53    1.66413e-014    1.15051e-005    3.48460e-002    0.00000e+000
   54    2.77356e-014    2.60931e-006    3.11402e-002    0.00000e+000
   55    4.09100e-014    1.24757e-005    2.02446e-002    0.00000e+000
   56    1.45612e-014    5.87632e-006    3.07617e-002    0.00000e+000
   57    1.80281e-014    1.18644e-005    3.35002e-002    0.00000e+000
   58    2.91223e-014    7.79152e-006    3.46341e-002    0.00000e+000
   59    1.04008e-014    9.03755e-006    3.18944e-002    0.00000e+000
   60    2.70422e-014    3.79996e-006    3.91080e-002    0.00000e+000
   61    9.01406e-014    5.94271e-006    3.06805e-002    0.00000e+000
   62    1.87215e-014    5.74923e-006    3.26599e-002    0.00000e+000
   63    2.21884e-014    8.36448e-006    3.77828e-002    0.00000e+000
   64    1.24810e-014    2.22804e-006    2.81191e-002    0.00000e+000
   65    5.06174e-014    4.85429e-006    3.01800e-002    0.00000e+000
   66    9.01406e-015    6.97290e-006    1.89925e-002    0.00000e+000
   67    1.94149e-014    7.26009e-006    3.16886e-002    0.00000e+000
   68    9.91546e-014    4.06905e-006    2.51535e-002    0.00000e+000
   69    2.35752e-014    2.01647e-006    3.25909e-002    0.00000e+000
   70    2.63488e-014    6.84120e-006    3.26370e-002    0.00000e+000
   71    2.08017e-014    9.97651e-006    2.92500e-002    0.00000e+000
   72    1.31744e-014    1.08576e-005    3.74649e-002    0.00000e+000
   73    2.42686e-014    1.82051e-006    2.84197e-002    0.00000e+000
   74    2.35752e-014    2.55428e-006    2.35237e-002    0.00000e+000
   75    2.98157e-014    1.11920e-005    2.76213e-002    0.00000e+000
   76    2.91223e-014    2.37856e-006    3.09037e-002    0.00000e+000
   77    1.52546e-014    9.88776e-006    2.57239e-002    0.00000e+000
   78    1.17876e-014    4.80104e-006    2.85606e-002    0.00000e+000
   79    1.73347e-014    9.92308e-007    2.64867e-002    0.00000e+000
   80    2.14951e-014    6.16316e-006    3.47647e-002    0.00000e+000
   81    1.31744e-014    2.74421e-006    3.16667e-002    0.00000e+000
   82    6.93389e-015    9.05033e-006    2.18243e-002    0.00000e+000
   83    2.08017e-014    4.46486e-006    3.34487e-002    0.00000e+000
   84    1.10942e-014    1.64195e-006    2.64623e-002    0.00000e+000
   85    3.05091e-014    2.09208e-006    3.64464e-002    0.00000e+000
   86    2.35752e-014    5.16207e-006    3.56172e-002    0.00000e+000
   87    1.45612e-014    1.67709e-006    4.14085e-002    0.00000e+000
   88    1.31744e-014    5.38395e-006    2.58557e-002    0.00000e+000
   89    2.70422e-014    9.08512e-006    3.23048e-002    0.00000e+000
   90    3.32827e-014    4.52557e-006    3.37042e-002    0.00000e+000
   91    1.45612e-014    7.99103e-006    2.99473e-002    0.00000e+000
   92    2.42686e-014    9.85510e-006    3.08324e-002    0.00000e+000
   93    2.08017e-014    6.46277e-006    3.28717e-002    0.00000e+000
   94    2.21884e-014    5.57884e-006    3.93887e-002    0.00000e+000
   95    3.74430e-014    1.07958e-005    2.78310e-002    0.00000e+000
   96    1.31744e-014    1.07057e-005    3.38882e-002    0.00000e+000
   97    4.71505e-014    1.23670e-005    2.73238e-002    0.00000e+000
   98    1.73347e-014    1.10759e-005    3.58632e-002    0.00000e+000
   99    1.94149e-014    8.23846e-006    3.62387e-002    0.00000e+000
  100    1.04008e-014    9.34462e-006    2.93939e-002    0.00000e+000
  101    1.80281e-014    4.29695e-006    3.00289e-002    0.00000e+000
  102    1.87215e-014    1.52587e-006    2.66272e-002    0.00000e+000
  103    3.39761e-014    6.76274e-006    2.57646e-002    0.00000e+000
  104    4.29901e-014    2.03315e-006    3.75374e-002    0.00000e+000
  105    1.45612e-014    4.47622e-006    2.71052e-002    0.00000e+000
  106    1.04008e-014    4.31328e-006    2.91155e-002    0.00000e+000
  107    3.25893e-014    3.86599e-006    3.92752e-002    0.00000e+000
  108    1.80281e-014    8.27786e-006    3.91673e-002    0.00000e+000
  109    9.01406e-015    1.17870e-005    2.08444e-002    0.00000e+000
  110    3.95232e-014    7.17134e-006    2.88767e-002    0.00000e+000
  111    1.66413e-014    1.13521e-005    3.63999e-002    0.00000e+000
  112    1.66413e-014    9.10926e-006    2.87050e-002    0.00000e+000
  113    5.54711e-014    6.00945e-006    2.49413e-002    0.00000e+000
  114    3.53628e-014    1.22474e-005    2.86553e-002    0.00000e+000
  115    3.12025e-014    3.87557e-006    3.01186e-002    0.00000e+000
  116    1.17876e-014    2.82656e-006    2.85606e-002    0.00000e+000
