    1       -1     3441    2.91527e-004    2.91527e-004    4.42550e-005    2.01083e-014    0.00000e+000
    2     3434        0    8.58136e-005    8.58136e-005    1.77020e-005    6.24050e-015    0.00000e+000
    3     3428        0    8.85100e-006    8.85100e-006    6.91285e-005    2.56554e-014    0.00000e+000
    4     3403        0    2.90271e-004    2.90271e-004    1.97914e-005    3.46695e-015    0.00000e+000
    5       -1     3400    9.02628e-005    9.02628e-005    1.53304e-005    5.54711e-015    0.00000e+000
    6     3392        0    1.03220e-004    1.03220e-004    3.64936e-005    3.46695e-015    0.00000e+000
    7     3383        0    3.08299e-004    3.08299e-004    1.77020e-005    6.93389e-016    0.00000e+000
    8       -1     3360    9.45028e-005    9.45028e-005    1.97914e-005    3.46695e-015    0.00000e+000
    9     3354        0    8.85100e-006    8.85100e-006    6.50413e-005    1.45612e-014    0.00000e+000
   10     3351        0    5.53469e-004    5.53469e-004    1.77020e-005    6.93389e-016    0.00000e+000
   11       -1     3341    7.91658e-005    7.91658e-005    1.97914e-005    2.08017e-015    0.00000e+000
   12       -1     3314    8.85100e-006    8.85100e-006    6.19570e-005    3.12025e-014    0.00000e+000
   13       -1     3313    8.44332e-005    8.44332e-005    1.25172e-005    2.08017e-015    0.00000e+000
   14     3301        0    8.85100e-006    8.85100e-006    6.19570e-005    3.12025e-014    0.00000e+000
   15     3300        0    2.34883e-004    2.34883e-004    1.25172e-005    3.46695e-015    0.00000e+000
   16     3295        0    8.85100e-006    8.85100e-006    6.13215e-005    2.56554e-014    0.00000e+000
   17       -1     3292    2.41916e-004    2.41916e-004    5.08451e-005    1.73347e-014    0.00000e+000
   18       -1     3290    1.55824e-004    1.55824e-004    2.79893e-005    3.46695e-015    0.00000e+000
   19     3249        0    8.85100e-006    8.85100e-006    5.93743e-005    2.01083e-014    0.00000e+000
   20     3248        0    8.85100e-006    8.85100e-006    6.19570e-005    3.12025e-014    0.00000e+000
   21     3244        0    2.72544e-004    2.72544e-004    1.25172e-005    3.46695e-015    0.00000e+000
   22     3234        0    1.72780e-004    1.72780e-004    1.25172e-005    2.08017e-015    0.00000e+000
   23       -1     3223    7.56230e-005    7.56230e-005    1.77020e-005    6.24050e-015    0.00000e+000
