     1   1322      0 4.892000E-006 4.892000E-006 6.918333E-006 5.853685E-016 0.000000E+000
     2   1311      0 4.892000E-006 4.892000E-006 6.918333E-006 5.853685E-016 0.000000E+000
     3     -1   1282 4.892000E-006 4.892000E-006 6.918333E-006 5.853685E-016 0.000000E+000
     4     -1   1280 4.892000E-006 4.892000E-006 9.784000E-006 1.053663E-015 0.000000E+000
     5   1279      0 4.892000E-006 4.892000E-006 9.784000E-006 1.053663E-015 0.000000E+000
     6   1274      0 4.892000E-006 4.892000E-006 6.918333E-006 5.853685E-016 0.000000E+000
     7   1265      0 4.892000E-006 4.892000E-006 5.870400E-005 8.078085E-015 0.000000E+000
     8   1264      0 2.751442E-004 2.751442E-004 2.017023E-005 5.853685E-016 0.000000E+000
     9   1262      0 7.272481E-005 7.272481E-005 2.935200E-005 4.331727E-015 0.000000E+000
    10   1261      0 6.508383E-005 6.508383E-005 1.383667E-005 1.521958E-015 0.000000E+000
    11   1260      0 4.892000E-006 4.892000E-006 4.892000E-005 7.141496E-015 0.000000E+000
    12   1259      0 6.434421E-005 6.434421E-005 9.784000E-006 1.053663E-015 0.000000E+000
    13   1257      0 1.001367E-004 1.001367E-004 3.913600E-005 1.170737E-016 0.000000E+000
    14     -1   1248 1.290328E-004 1.290328E-004 1.956800E-005 1.170737E-016 0.000000E+000
    15   1237      0 3.397164E-004 3.397164E-004 4.892000E-006 1.170737E-016 0.000000E+000
    16   1233      0 1.811423E-004 1.811423E-004 2.494440E-005 5.853685E-016 0.000000E+000
    17   1227      0 4.892000E-006 4.892000E-006 4.402800E-005 6.673201E-015 0.000000E+000
    18   1226      0 1.726886E-004 1.726886E-004 6.918333E-006 5.853685E-016 0.000000E+000
    19   1222      0 6.970027E-005 6.970027E-005 1.763836E-005 1.404884E-015 0.000000E+000
    20   1218      0 1.549966E-004 1.549966E-004 3.561430E-005 1.521958E-015 0.000000E+000
    21   1217      0 4.892000E-006 4.892000E-006 4.292713E-005 5.268317E-015 0.000000E+000
    22   1216      0 1.269396E-004 1.269396E-004 6.918333E-006 5.853685E-016 0.000000E+000
    23   1215      0 1.038582E-004 1.038582E-004 1.383667E-005 1.521958E-015 0.000000E+000
    24   1214      0 1.159060E-004 1.159060E-004 9.784000E-006 1.053663E-015 0.000000E+000
    25     -1   1210 2.122676E-004 2.122676E-004 6.918333E-006 4.682948E-016 0.000000E+000
    26   1204      0 5.200267E-005 5.200267E-005 1.546986E-005 5.853685E-016 0.000000E+000
    27   1203      0 3.015631E-005 3.015631E-005 9.784000E-006 1.170737E-016 0.000000E+000
    28     -1   1197 1.516338E-004 1.516338E-004 6.918333E-006 5.853685E-016 0.000000E+000
    29   1194      0 2.133081E-004 2.133081E-004 2.017023E-005 5.853685E-016 0.000000E+000
    30   1192      0 4.892000E-006 4.892000E-006 4.151000E-005 2.926843E-015 0.000000E+000
    31     -1   1185 6.452991E-005 6.452991E-005 1.383667E-005 1.521958E-015 0.000000E+000
    32   1180      0 8.818098E-005 8.818098E-005 1.546986E-005 5.853685E-016 0.000000E+000
    33   1179      0 5.130773E-005 5.130773E-005 1.093884E-005 5.853685E-016 0.000000E+000
    34   1170      0 2.028208E-004 2.028208E-004 9.784000E-006 1.053663E-015 0.000000E+000
    35     -1   1166 4.892000E-006 4.892000E-006 4.208258E-005 4.331727E-015 0.000000E+000
    36   1156      0 4.892000E-006 4.892000E-006 3.851965E-005 5.268317E-015 0.000000E+000
    37     -1   1142 1.455375E-004 1.455375E-004 1.763836E-005 1.521958E-015 0.000000E+000
    38     -1   1141 2.613361E-004 2.613361E-004 9.784000E-006 1.170737E-016 0.000000E+000
    39     -1   1134 5.931235E-005 5.931235E-005 2.446000E-005 1.170737E-016 0.000000E+000
    40   1124      0 4.892000E-006 4.892000E-006 3.725636E-005 3.395137E-015 0.000000E+000
    41   1117      0 4.892000E-006 4.892000E-006 3.693379E-005 2.926843E-015 0.000000E+000
    42   1116      0 4.892000E-006 4.892000E-006 3.913600E-005 5.268317E-015 0.000000E+000
    43     -1   1110 4.208258E-005 4.208258E-005 6.918333E-006 5.853685E-016 0.000000E+000
    44     -1   1108 4.892000E-006 4.892000E-006 3.660838E-005 2.458548E-015 0.000000E+000
    45   1093      0 5.130773E-005 5.130773E-005 1.763836E-005 1.521958E-015 0.000000E+000
    46   1085      0 6.226499E-005 6.226499E-005 2.810240E-005 2.926843E-015 0.000000E+000
    47     -1   1075 4.892000E-006 4.892000E-006 3.527671E-005 1.053663E-015 0.000000E+000
    48   1063      0 4.867479E-005 4.867479E-005 9.784000E-006 1.053663E-015 0.000000E+000
    49   1044      0 7.021341E-005 7.021341E-005 2.894146E-005 4.331727E-015 0.000000E+000
    50     -1   1041 5.012808E-005 5.012808E-005 6.918333E-006 3.512211E-016 0.000000E+000
    51   1039      0 4.063600E-005 4.063600E-005 9.784000E-006 1.053663E-015 0.000000E+000
    52   1036      0 3.693379E-005 3.693379E-005 6.918333E-006 4.682948E-016 0.000000E+000
    53     -1   1033 4.892000E-006 4.892000E-006 3.424400E-005 1.170737E-016 0.000000E+000
    54     -1   1032 3.725636E-005 3.725636E-005 9.784000E-006 1.053663E-015 0.000000E+000
    55     -1   1028 4.892000E-006 4.892000E-006 3.424400E-005 5.268317E-015 0.000000E+000
    56   1026      0 4.892000E-006 4.892000E-006 3.424400E-005 5.268317E-015 0.000000E+000
    57     -1   1025 4.892000E-006 4.892000E-006 3.561430E-005 1.521958E-015 0.000000E+000
    58     -1   1019 9.483556E-005 9.483556E-005 6.918333E-006 5.853685E-016 0.000000E+000
    59     -1   1018 4.892000E-006 4.892000E-006 3.913600E-005 5.268317E-015 0.000000E+000
    60     -1   1015 4.916399E-005 4.916399E-005 1.467600E-005 2.458548E-015 0.000000E+000
    61   1010      0 1.149131E-004 1.149131E-004 6.918333E-006 4.682948E-016 0.000000E+000
    62     -1   1007 4.892000E-006 4.892000E-006 3.851965E-005 5.268317E-015 0.000000E+000
    63     -1   1000 1.586456E-004 1.586456E-004 9.784000E-006 1.053663E-015 0.000000E+000
    64     -1    999 1.053403E-004 1.053403E-004 1.383667E-005 1.404884E-015 0.000000E+000
    65    990      0 4.892000E-006 4.892000E-006 3.281653E-005 3.395137E-015 0.000000E+000
    66     -1    984 4.892000E-006 4.892000E-006 3.757616E-005 4.331727E-015 0.000000E+000
    67    983      0 4.892000E-006 4.892000E-006 3.725636E-005 3.395137E-015 0.000000E+000
    68     -1    982 1.108295E-004 1.108295E-004 6.918333E-006 5.853685E-016 0.000000E+000
    69    954      0 1.211061E-004 1.211061E-004 6.918333E-006 5.853685E-016 0.000000E+000
    70     -1    943 4.892000E-006 4.892000E-006 3.424400E-005 5.268317E-015 0.000000E+000
    71    931      0 4.916399E-005 4.916399E-005 1.956800E-005 1.170737E-016 0.000000E+000
    72    924      0 7.758601E-005 7.758601E-005 8.473193E-006 9.365896E-016 0.000000E+000
    73     -1    915 4.892000E-006 4.892000E-006 3.851965E-005 5.268317E-015 0.000000E+000
    74     -1    914 1.571283E-004 1.571283E-004 1.467600E-005 1.170737E-016 0.000000E+000
    75    912      0 4.892000E-006 4.892000E-006 4.867479E-005 7.141496E-015 0.000000E+000
    76    910      0 4.892000E-006 4.892000E-006 2.935200E-005 4.331727E-015 0.000000E+000
    77     -1    908 4.892000E-006 4.892000E-006 2.935200E-005 4.331727E-015 0.000000E+000
    78     -1    905 4.892000E-006 4.892000E-006 2.935200E-005 1.170737E-016 0.000000E+000
    79     -1    901 4.892000E-006 4.892000E-006 2.935200E-005 4.331727E-015 0.000000E+000
    80     -1    898 3.974280E-005 3.974280E-005 1.467600E-005 1.170737E-016 0.000000E+000
    81    897      0 5.822606E-005 5.822606E-005 2.396581E-005 2.926843E-015 0.000000E+000
    82     -1    890 4.510201E-005 4.510201E-005 1.383667E-005 1.521958E-015 0.000000E+000
    83    882      0 4.429894E-005 4.429894E-005 1.467600E-005 1.170737E-016 0.000000E+000
    84     -1    870 3.757616E-005 3.757616E-005 9.784000E-006 1.170737E-016 0.000000E+000
    85    848      0 1.161320E-004 1.161320E-004 1.383667E-005 1.521958E-015 0.000000E+000
    86    843      0 3.594871E-005 3.594871E-005 6.918333E-006 2.341474E-016 0.000000E+000
    87     -1    816 4.151000E-005 4.151000E-005 1.383667E-005 1.521958E-015 0.000000E+000
    88     -1    815 4.292713E-005 4.292713E-005 1.467600E-005 2.341474E-015 0.000000E+000
    89     -1    803 4.892000E-006 4.892000E-006 2.634423E-005 1.521958E-015 0.000000E+000
    90     -1    789 4.892000E-006 4.892000E-006 2.634423E-005 1.521958E-015 0.000000E+000
    91     -1    788 5.491256E-005 5.491256E-005 1.467600E-005 2.458548E-015 0.000000E+000
    92    786      0 6.192043E-005 6.192043E-005 4.892000E-006 1.170737E-016 0.000000E+000
    93     -1    785 4.892000E-006 4.892000E-006 2.634423E-005 1.521958E-015 0.000000E+000
    94    783      0 4.892000E-006 4.892000E-006 2.634423E-005 1.521958E-015 0.000000E+000
    95     -1    780 3.170378E-005 3.170378E-005 6.918333E-006 4.682948E-016 0.000000E+000
    96     -1    770 4.892000E-006 4.892000E-006 2.935200E-005 4.331727E-015 0.000000E+000
    97    766      0 4.892000E-006 4.892000E-006 2.541958E-005 1.053663E-015 0.000000E+000
    98    756      0 1.081279E-004 1.081279E-004 9.784000E-006 1.170737E-016 0.000000E+000
    99    735      0 4.892000E-006 4.892000E-006 2.935200E-005 4.331727E-015 0.000000E+000
   100    734      0 4.892000E-006 4.892000E-006 2.634423E-005 1.521958E-015 0.000000E+000
   101    726      0 7.280378E-005 7.280378E-005 9.784000E-006 1.053663E-015 0.000000E+000
   102     -1    714 4.892000E-006 4.892000E-006 2.494440E-005 5.853685E-016 0.000000E+000
   103     -1    710 4.892000E-006 4.892000E-006 2.935200E-005 4.331727E-015 0.000000E+000
   104     -1    707 8.146404E-005 8.146404E-005 9.784000E-006 1.170737E-016 0.000000E+000
   105    705      0 9.784576E-005 9.784576E-005 9.784000E-006 1.053663E-015 0.000000E+000
   106    694      0 6.106653E-005 6.106653E-005 6.918333E-006 5.853685E-016 0.000000E+000
   107     -1    684 1.155262E-004 1.155262E-004 6.918333E-006 3.512211E-016 0.000000E+000
   108    683      0 4.892000E-006 4.892000E-006 2.446000E-005 3.395137E-015 0.000000E+000
   109    676      0 1.693400E-004 1.693400E-004 9.784000E-006 1.053663E-015 0.000000E+000
   110    674      0 4.892000E-006 4.892000E-006 2.634423E-005 1.521958E-015 0.000000E+000
   111     -1    673 4.987958E-005 4.987958E-005 8.473193E-006 9.365896E-016 0.000000E+000
   112     -1    668 4.063600E-005 4.063600E-005 6.918333E-006 2.341474E-016 0.000000E+000
   113    666      0 4.892000E-006 4.892000E-006 2.396581E-005 2.926843E-015 0.000000E+000
   114     -1    664 2.975687E-005 2.975687E-005 1.093884E-005 5.853685E-016 0.000000E+000
   115    663      0 3.317916E-005 3.317916E-005 4.892000E-006 4.682948E-016 0.000000E+000
